Airline,Airline ID,Source airport,Destination airport
JU,19582,CDG,BEG
JU,19582,CPH,BEG
JU,19582,DUS,BEG
JU,19582,FCO,BEG
JU,19582,FRA,BEG
JU,19582,LHR,BEG
JU,19582,LJU,BEG
JU,19582,MXP,BEG
JU,19582,OTP,BEG
JU,19582,PRG,BEG
JU,19582,SAW,BEG
JU,19582,SJJ,BEG
JU,19582,SKG,BEG
JU,19582,SKP,BEG
JU,19582,SOF,BEG
JU,19582,STR,BEG
JU,19582,TGD,BEG
JU,19582,TIV,BEG
JU,19582,TXL,BEG
JU,19582,VAR,BEG
JU,19582,VIE,BEG
JU,19582,WAW,BEG
JU,19582,ZRH,BEG
K2,2245,AMS,GDN
K2,2245,AMS,KRK
K2,2245,BRU,GDN
K2,2245,BRU,WRO
K2,2245,BVA,RZE
K2,2245,CDG,WRO
K2,2245,DBV,WAW
K2,2245,FCO,RZE
K2,2245,GDN,AMS
K2,2245,GDN,BRU
K2,2245,GDN,HEL
K2,2245,GDN,KRK
K2,2245,GDN,LUZ
K2,2245,GDN,WRO
K2,2245,GDN,ZRH
K2,2245,HEL,GDN
K2,2245,KRK,AMS
K2,2245,KRK,GDN
K2,2245,KRK,ZRH
K2,2245,LUZ,GDN
K2,2245,LUZ,MXP
K2,2245,MXP,LUZ
K2,2245,RZE,BVA
K2,2245,RZE,FCO
K2,2245,SPU,WAW
K2,2245,WAW,DBV
K2,2245,WAW,SPU
K2,2245,WAW,ZAD
K2,2245,WRO,BRU
K2,2245,WRO,CDG
K2,2245,WRO,GDN
K2,2245,WRO,ZRH
K2,2245,ZAD,WAW
K2,2245,ZRH,GDN
K2,2245,ZRH,KRK
K2,2245,ZRH,WRO
KE,3163,MXP,FCO
KE,3163,PRG,ARN
KE,3163,VIE,ZRH
KL,3090,AAL,AMS
KL,3090,ABZ,AMS
KL,3090,AES,AMS
KL,3090,AMS,AAL
KL,3090,AMS,ABZ
KL,3090,AMS,AES
KL,3090,AMS,ARN
KL,3090,AMS,ATH
KL,3090,AMS,BCN
KL,3090,AMS,BGO
KL,3090,AMS,BHX
KL,3090,AMS,BLL
KL,3090,AMS,BLQ
KL,3090,AMS,BOD
KL,3090,AMS,BRE
KL,3090,AMS,BRS
KL,3090,AMS,BRU
KL,3090,AMS,BSL
KL,3090,AMS,BUD
KL,3090,AMS,CDG
KL,3090,AMS,CFE
KL,3090,AMS,CGN
KL,3090,AMS,CPH
KL,3090,AMS,CWL
KL,3090,AMS,DUS
KL,3090,AMS,EDI
KL,3090,AMS,FCO
KL,3090,AMS,FLR
KL,3090,AMS,FRA
KL,3090,AMS,GLA
KL,3090,AMS,GOT
KL,3090,AMS,GVA
KL,3090,AMS,HAJ
KL,3090,AMS,HAM
KL,3090,AMS,HEL
KL,3090,AMS,HUY
KL,3090,AMS,KBP
KL,3090,AMS,KRS
KL,3090,AMS,LBA
KL,3090,AMS,LCY
KL,3090,AMS,LHR
KL,3090,AMS,LIN
KL,3090,AMS,LIS
KL,3090,AMS,LPI
KL,3090,AMS,LUX
KL,3090,AMS,LYS
KL,3090,AMS,MAD
KL,3090,AMS,MAN
KL,3090,AMS,MME
KL,3090,AMS,MRS
KL,3090,AMS,MUC
KL,3090,AMS,NCE
KL,3090,AMS,NCL
KL,3090,AMS,NTE
KL,3090,AMS,NUE
KL,3090,AMS,NWI
KL,3090,AMS,OSL
KL,3090,AMS,OTP
KL,3090,AMS,PRG
KL,3090,AMS,RIX
KL,3090,AMS,STR
KL,3090,AMS,SVG
KL,3090,AMS,SXB
KL,3090,AMS,TLL
KL,3090,AMS,TLS
KL,3090,AMS,TRD
KL,3090,AMS,TRF
KL,3090,AMS,TXL
KL,3090,AMS,VCE
KL,3090,AMS,VIE
KL,3090,AMS,WAW
KL,3090,AMS,ZRH
KL,3090,ARN,AMS
KL,3090,ATH,AMS
KL,3090,BCN,AMS
KL,3090,BGO,AMS
KL,3090,BHX,AMS
KL,3090,BLL,AMS
KL,3090,BLQ,AMS
KL,3090,BOD,AMS
KL,3090,BRE,AMS
KL,3090,BRS,AMS
KL,3090,BRU,AMS
KL,3090,BSL,AMS
KL,3090,BSL,CDG
KL,3090,BUD,AMS
KL,3090,CDG,AMS
KL,3090,CDG,BSL
KL,3090,CFE,AMS
KL,3090,CGN,AMS
KL,3090,CPH,AMS
KL,3090,CWL,AMS
KL,3090,DUS,AMS
KL,3090,EDI,AMS
KL,3090,FCO,AMS
KL,3090,FLR,AMS
KL,3090,FRA,AMS
KL,3090,GLA,AMS
KL,3090,GOT,AMS
KL,3090,GVA,AMS
KL,3090,HAJ,AMS
KL,3090,HAM,AMS
KL,3090,HEL,AMS
KL,3090,HUY,AMS
KL,3090,KBP,AMS
KL,3090,KRS,AMS
KL,3090,LBA,AMS
KL,3090,LCY,AMS
KL,3090,LCY,RTM
KL,3090,LHR,AMS
KL,3090,LIN,AMS
KL,3090,LIS,AMS
KL,3090,LPI,AMS
KL,3090,LUX,AMS
KL,3090,LYS,AMS
KL,3090,MAD,AMS
KL,3090,MAN,AMS
KL,3090,MME,AMS
KL,3090,MRS,AMS
KL,3090,MUC,AMS
KL,3090,NCE,AMS
KL,3090,NCL,AMS
KL,3090,NTE,AMS
KL,3090,NUE,AMS
KL,3090,NWI,AMS
KL,3090,OSL,AMS
KL,3090,OTP,AMS
KL,3090,PRG,AMS
KL,3090,RIX,AMS
KL,3090,RTM,LCY
KL,3090,STR,AMS
KL,3090,SVG,AMS
KL,3090,SXB,AMS
KL,3090,TLL,AMS
KL,3090,TLS,AMS
KL,3090,TRD,AMS
KL,3090,TRF,AMS
KL,3090,TRN,FCO
KL,3090,TXL,AMS
KL,3090,VCE,AMS
KL,3090,VIE,AMS
KL,3090,WAW,AMS
KL,3090,ZRH,AMS
KM,242,AMS,MLA
KM,242,ATH,MLA
KM,242,ATH,SOF
KM,242,BHX,MLA
KM,242,BRS,MLA
KM,242,BRU,CTA
KM,242,BRU,MLA
KM,242,BUD,MLA
KM,242,CDG,MLA
KM,242,CTA,BRU
KM,242,CTA,MLA
KM,242,CTA,MUC
KM,242,CWL,MLA
KM,242,DUS,MLA
KM,242,EXT,MLA
KM,242,FCO,MLA
KM,242,FRA,MLA
KM,242,GLA,MLA
KM,242,GVA,MLA
KM,242,HAM,MLA
KM,242,LGW,MLA
KM,242,LHR,MLA
KM,242,LIN,MLA
KM,242,LYS,MLA
KM,242,MAN,MLA
KM,242,MLA,AMS
KM,242,MLA,ATH
KM,242,MLA,BHX
KM,242,MLA,BRS
KM,242,MLA,BRU
KM,242,MLA,BUD
KM,242,MLA,CDG
KM,242,MLA,CTA
KM,242,MLA,CWL
KM,242,MLA,DUS
KM,242,MLA,EXT
KM,242,MLA,FCO
KM,242,MLA,FRA
KM,242,MLA,GLA
KM,242,MLA,GVA
KM,242,MLA,HAM
KM,242,MLA,LGW
KM,242,MLA,LHR
KM,242,MLA,LIN
KM,242,MLA,LYS
KM,242,MLA,MAN
KM,242,MLA,MRS
KM,242,MLA,MUC
KM,242,MLA,NCL
KM,242,MLA,NWI
KM,242,MLA,ORY
KM,242,MLA,PRG
KM,242,MLA,SAW
KM,242,MLA,TXL
KM,242,MLA,VIE
KM,242,MLA,ZRH
KM,242,MRS,MLA
KM,242,MUC,CTA
KM,242,MUC,MLA
KM,242,NCL,MLA
KM,242,NWI,MLA
KM,242,ORY,MLA
KM,242,PRG,MLA
KM,242,SAW,MLA
KM,242,SOF,ATH
KM,242,TXL,MLA
KM,242,VIE,MLA
KM,242,ZRH,MLA
KQ,3126,EDI,CDG
KU,3179,CDG,FCO
KU,3179,FCO,CDG
KU,3179,FRA,GVA
KU,3179,GVA,FRA
LA,3200,FRA,MAD
LA,3200,MAD,FRA
LG,3329,ADB,LUX
LG,3329,AGP,BVE
LG,3329,AGP,LUX
LG,3329,AJA,LUX
LG,3329,ANG,FSC
LG,3329,ARN,LUX
LG,3329,AYT,LUX
LG,3329,BCN,LUX
LG,3329,BIA,LUX
LG,3329,CAG,LUX
LG,3329,CDG,LUX
LG,3329,CFU,LUX
LG,3329,CLY,LUX
LG,3329,CPH,LUX
LG,3329,DBV,LUX
LG,3329,DUB,LUX
LG,3329,DUS,LUX
LG,3329,FAO,LUX
LG,3329,FAO,XRY
LG,3329,FCO,LUX
LG,3329,FNC,LUX
LG,3329,FRA,LUX
LG,3329,FSC,ANG
LG,3329,FSC,LUX
LG,3329,GVA,LUX
LG,3329,HAM,SCN
LG,3329,HER,LUX
LG,3329,IBZ,LUX
LG,3329,KGS,LUX
LG,3329,LCY,LUX
LG,3329,LIS,LUX
LG,3329,LUX,ADB
LG,3329,LUX,AGP
LG,3329,LUX,AJA
LG,3329,LUX,ARN
LG,3329,LUX,AYT
LG,3329,LUX,BCN
LG,3329,LUX,BIA
LG,3329,LUX,CAG
LG,3329,LUX,CDG
LG,3329,LUX,CFU
LG,3329,LUX,CLY
LG,3329,LUX,CPH
LG,3329,LUX,CTA
LG,3329,LUX,DBV
LG,3329,LUX,DUB
LG,3329,LUX,DUS
LG,3329,LUX,FAO
LG,3329,LUX,FCO
LG,3329,LUX,FNC
LG,3329,LUX,FRA
LG,3329,LUX,FSC
LG,3329,LUX,GVA
LG,3329,LUX,HER
LG,3329,LUX,IBZ
LG,3329,LUX,KGS
LG,3329,LUX,LCY
LG,3329,LUX,LIS
LG,3329,LUX,MAD
LG,3329,LUX,MLA
LG,3329,LUX,MUC
LG,3329,LUX,MXP
LG,3329,LUX,NAP
LG,3329,LUX,NCE
LG,3329,LUX,OPO
LG,3329,LUX,PMI
LG,3329,LUX,RHO
LG,3329,LUX,SCN
LG,3329,LUX,TXL
LG,3329,LUX,VAR
LG,3329,LUX,VIE
LG,3329,LUX,XRY
LG,3329,MAD,LUX
LG,3329,MLA,LUX
LG,3329,MUC,LUX
LG,3329,MXP,LUX
LG,3329,NAP,LUX
LG,3329,NCE,LUX
LG,3329,OPO,LUX
LG,3329,PMI,LUX
LG,3329,RHO,LUX
LG,3329,SCN,HAM
LG,3329,SCN,LUX
LG,3329,SCN,TXL
LG,3329,TXL,LUX
LG,3329,TXL,SCN
LG,3329,VAR,LUX
LG,3329,VIE,LUX
LG,3329,XRY,AGP
LG,3329,XRY,LUX
LH,3320,ABZ,FRA
LH,3320,ADB,MUC
LH,3320,AGP,DUS
LH,3320,AGP,FRA
LH,3320,AGP,MUC
LH,3320,AMS,FRA
LH,3320,AMS,MUC
LH,3320,AOI,MUC
LH,3320,ARN,DUS
LH,3320,ARN,FRA
LH,3320,ARN,MUC
LH,3320,ARN,TXL
LH,3320,ATH,DUS
LH,3320,ATH,FRA
LH,3320,ATH,MUC
LH,3320,ATH,TXL
LH,3320,AYT,DUS
LH,3320,BCN,FRA
LH,3320,BCN,MUC
LH,3320,BCN,TXL
LH,3320,BEG,FRA
LH,3320,BEG,MUC
LH,3320,BGO,FRA
LH,3320,BHX,DUS
LH,3320,BHX,FRA
LH,3320,BHX,MUC
LH,3320,BIA,FRA
LH,3320,BIO,FRA
LH,3320,BIO,MUC
LH,3320,BLL,FRA
LH,3320,BLQ,FRA
LH,3320,BLQ,MUC
LH,3320,BRE,FRA
LH,3320,BRE,MUC
LH,3320,BRI,MUC
LH,3320,BRU,FRA
LH,3320,BRU,HAJ
LH,3320,BRU,HAM
LH,3320,BRU,LIN
LH,3320,BRU,MUC
LH,3320,BRU,MXP
LH,3320,BRU,TXL
LH,3320,BRU,VNO
LH,3320,BSL,FRA
LH,3320,BSL,HAM
LH,3320,BSL,MUC
LH,3320,BUD,DUS
LH,3320,BUD,FRA
LH,3320,BUD,MUC
LH,3320,CAG,MUC
LH,3320,CDG,DUS
LH,3320,CDG,FRA
LH,3320,CDG,MUC
LH,3320,CDG,TXL
LH,3320,CGN,MUC
LH,3320,CGN,VIE
LH,3320,CLJ,MUC
LH,3320,CPH,DUS
LH,3320,CPH,FRA
LH,3320,CPH,MUC
LH,3320,CPH,OSL
LH,3320,CPH,TXL
LH,3320,CTA,MLA
LH,3320,CTA,MUC
LH,3320,DBV,DUS
LH,3320,DBV,FRA
LH,3320,DBV,MUC
LH,3320,DOK,MUC
LH,3320,DRS,FRA
LH,3320,DRS,MUC
LH,3320,DTM,MUC
LH,3320,DUB,FRA
LH,3320,DUB,MUC
LH,3320,DUS,AGP
LH,3320,DUS,ARN
LH,3320,DUS,ATH
LH,3320,DUS,AYT
LH,3320,DUS,BHX
LH,3320,DUS,BUD
LH,3320,DUS,CDG
LH,3320,DUS,CPH
LH,3320,DUS,DBV
LH,3320,DUS,FCO
LH,3320,DUS,FRA
LH,3320,DUS,GLA
LH,3320,DUS,GOT
LH,3320,DUS,GRZ
LH,3320,DUS,HAM
LH,3320,DUS,LHR
LH,3320,DUS,LNZ
LH,3320,DUS,MAN
LH,3320,DUS,MLA
LH,3320,DUS,MUC
LH,3320,DUS,NAP
LH,3320,DUS,NCE
LH,3320,DUS,NCL
LH,3320,DUS,OSL
LH,3320,DUS,OTP
LH,3320,DUS,SKG
LH,3320,DUS,SPU
LH,3320,DUS,TXL
LH,3320,DUS,VIE
LH,3320,DUS,VLC
LH,3320,DUS,WAW
LH,3320,DUS,ZRH
LH,3320,EDI,FRA
LH,3320,ESB,MUC
LH,3320,FAO,FRA
LH,3320,FAO,MUC
LH,3320,FCO,DUS
LH,3320,FCO,FRA
LH,3320,FCO,MUC
LH,3320,FDH,FRA
LH,3320,FLR,FRA
LH,3320,FLR,MUC
LH,3320,FMO,FRA
LH,3320,FMO,MUC
LH,3320,FRA,ABZ
LH,3320,FRA,AGP
LH,3320,FRA,AMS
LH,3320,FRA,ARN
LH,3320,FRA,ATH
LH,3320,FRA,BCN
LH,3320,FRA,BEG
LH,3320,FRA,BGO
LH,3320,FRA,BHX
LH,3320,FRA,BIA
LH,3320,FRA,BIO
LH,3320,FRA,BLL
LH,3320,FRA,BLQ
LH,3320,FRA,BRE
LH,3320,FRA,BRU
LH,3320,FRA,BSL
LH,3320,FRA,BUD
LH,3320,FRA,CDG
LH,3320,FRA,CPH
LH,3320,FRA,DBV
LH,3320,FRA,DRS
LH,3320,FRA,DUB
LH,3320,FRA,DUS
LH,3320,FRA,EDI
LH,3320,FRA,FAO
LH,3320,FRA,FCO
LH,3320,FRA,FDH
LH,3320,FRA,FLR
LH,3320,FRA,FMO
LH,3320,FRA,GDN
LH,3320,FRA,GOT
LH,3320,FRA,GRZ
LH,3320,FRA,GVA
LH,3320,FRA,GWT
LH,3320,FRA,HAJ
LH,3320,FRA,HAM
LH,3320,FRA,HEL
LH,3320,FRA,HER
LH,3320,FRA,IBZ
LH,3320,FRA,INN
LH,3320,FRA,KBP
LH,3320,FRA,KRK
LH,3320,FRA,KTW
LH,3320,FRA,LCY
LH,3320,FRA,LEJ
LH,3320,FRA,LHR
LH,3320,FRA,LIN
LH,3320,FRA,LIS
LH,3320,FRA,LJU
LH,3320,FRA,LNZ
LH,3320,FRA,LYS
LH,3320,FRA,MAD
LH,3320,FRA,MAN
LH,3320,FRA,MLA
LH,3320,FRA,MPL
LH,3320,FRA,MRS
LH,3320,FRA,MSQ
LH,3320,FRA,MUC
LH,3320,FRA,MXP
LH,3320,FRA,NAP
LH,3320,FRA,NCE
LH,3320,FRA,NUE
LH,3320,FRA,OLB
LH,3320,FRA,OPO
LH,3320,FRA,OSL
LH,3320,FRA,OTP
LH,3320,FRA,PMI
LH,3320,FRA,PMO
LH,3320,FRA,POZ
LH,3320,FRA,PRG
LH,3320,FRA,PRN
LH,3320,FRA,PUY
LH,3320,FRA,RIX
LH,3320,FRA,RZE
LH,3320,FRA,SKG
LH,3320,FRA,SOF
LH,3320,FRA,SPU
LH,3320,FRA,STR
LH,3320,FRA,SVG
LH,3320,FRA,SZG
LH,3320,FRA,TLL
LH,3320,FRA,TLS
LH,3320,FRA,TRN
LH,3320,FRA,TXL
LH,3320,FRA,VCE
LH,3320,FRA,VIE
LH,3320,FRA,VLC
LH,3320,FRA,VNO
LH,3320,FRA,VRN
LH,3320,FRA,WAW
LH,3320,FRA,WRO
LH,3320,FRA,ZAD
LH,3320,FRA,ZAG
LH,3320,FRA,ZRH
LH,3320,GDN,FRA
LH,3320,GDN,MUC
LH,3320,GLA,DUS
LH,3320,GOA,MUC
LH,3320,GOT,DUS
LH,3320,GOT,FRA
LH,3320,GOT,MUC
LH,3320,GRZ,DUS
LH,3320,GRZ,FRA
LH,3320,GRZ,MUC
LH,3320,GRZ,STR
LH,3320,GVA,FRA
LH,3320,GVA,MUC
LH,3320,GWT,FRA
LH,3320,GWT,MUC
LH,3320,HAJ,BRU
LH,3320,HAJ,FRA
LH,3320,HAJ,MUC
LH,3320,HAJ,ZRH
LH,3320,HAM,BRU
LH,3320,HAM,BSL
LH,3320,HAM,DUS
LH,3320,HAM,FRA
LH,3320,HAM,LIS
LH,3320,HAM,MUC
LH,3320,HAM,SCN
LH,3320,HAM,VIE
LH,3320,HAM,WAW
LH,3320,HAM,ZRH
LH,3320,HEL,FRA
LH,3320,HEL,MUC
LH,3320,HER,FRA
LH,3320,HER,MUC
LH,3320,IBZ,FRA
LH,3320,INN,FRA
LH,3320,KBP,FRA
LH,3320,KBP,MUC
LH,3320,KIV,MUC
LH,3320,KLX,MUC
LH,3320,KRK,FRA
LH,3320,KRK,MUC
LH,3320,KTW,FRA
LH,3320,LCY,FRA
LH,3320,LEJ,FRA
LH,3320,LEJ,MUC
LH,3320,LEJ,VIE
LH,3320,LHR,DUS
LH,3320,LHR,FRA
LH,3320,LHR,MUC
LH,3320,LIN,BRU
LH,3320,LIN,FRA
LH,3320,LIS,FRA
LH,3320,LIS,HAM
LH,3320,LIS,MUC
LH,3320,LJU,FRA
LH,3320,LJU,MUC
LH,3320,LNZ,DUS
LH,3320,LNZ,FRA
LH,3320,LUX,MUC
LH,3320,LUX,SCN
LH,3320,LUX,TXL
LH,3320,LWO,MUC
LH,3320,LYS,FRA
LH,3320,LYS,MUC
LH,3320,MAD,FRA
LH,3320,MAD,MUC
LH,3320,MAN,DUS
LH,3320,MAN,FRA
LH,3320,MAN,MUC
LH,3320,MLA,CTA
LH,3320,MLA,DUS
LH,3320,MLA,FRA
LH,3320,MLA,MUC
LH,3320,MPL,FRA
LH,3320,MRS,FRA
LH,3320,MRS,MUC
LH,3320,MSQ,FRA
LH,3320,MUC,ADB
LH,3320,MUC,AGP
LH,3320,MUC,AMS
LH,3320,MUC,AOI
LH,3320,MUC,ARN
LH,3320,MUC,ATH
LH,3320,MUC,BCN
LH,3320,MUC,BEG
LH,3320,MUC,BHX
LH,3320,MUC,BIO
LH,3320,MUC,BLQ
LH,3320,MUC,BRE
LH,3320,MUC,BRI
LH,3320,MUC,BRU
LH,3320,MUC,BSL
LH,3320,MUC,BUD
LH,3320,MUC,CAG
LH,3320,MUC,CDG
LH,3320,MUC,CGN
LH,3320,MUC,CLJ
LH,3320,MUC,CPH
LH,3320,MUC,CTA
LH,3320,MUC,DBV
LH,3320,MUC,DOK
LH,3320,MUC,DRS
LH,3320,MUC,DTM
LH,3320,MUC,DUB
LH,3320,MUC,DUS
LH,3320,MUC,ESB
LH,3320,MUC,FAO
LH,3320,MUC,FCO
LH,3320,MUC,FLR
LH,3320,MUC,FMO
LH,3320,MUC,FRA
LH,3320,MUC,GDN
LH,3320,MUC,GOA
LH,3320,MUC,GOT
LH,3320,MUC,GRZ
LH,3320,MUC,GVA
LH,3320,MUC,GWT
LH,3320,MUC,HAJ
LH,3320,MUC,HAM
LH,3320,MUC,HEL
LH,3320,MUC,HER
LH,3320,MUC,KBP
LH,3320,MUC,KIV
LH,3320,MUC,KLX
LH,3320,MUC,KRK
LH,3320,MUC,LEJ
LH,3320,MUC,LHR
LH,3320,MUC,LIS
LH,3320,MUC,LJU
LH,3320,MUC,LUX
LH,3320,MUC,LWO
LH,3320,MUC,LYS
LH,3320,MUC,MAD
LH,3320,MUC,MAN
LH,3320,MUC,MLA
LH,3320,MUC,MRS
LH,3320,MUC,MXP
LH,3320,MUC,NAP
LH,3320,MUC,NCE
LH,3320,MUC,NUE
LH,3320,MUC,ODS
LH,3320,MUC,OLB
LH,3320,MUC,OSL
LH,3320,MUC,OTP
LH,3320,MUC,PAD
LH,3320,MUC,PMI
LH,3320,MUC,PMO
LH,3320,MUC,POZ
LH,3320,MUC,PRG
LH,3320,MUC,PRN
LH,3320,MUC,PSA
LH,3320,MUC,RLG
LH,3320,MUC,RTM
LH,3320,MUC,SBZ
LH,3320,MUC,SJJ
LH,3320,MUC,SKG
LH,3320,MUC,SOF
LH,3320,MUC,SPU
LH,3320,MUC,STR
LH,3320,MUC,SUF
LH,3320,MUC,TIA
LH,3320,MUC,TLS
LH,3320,MUC,TRN
LH,3320,MUC,TRS
LH,3320,MUC,TSR
LH,3320,MUC,TXL
LH,3320,MUC,VCE
LH,3320,MUC,VIE
LH,3320,MUC,VLC
LH,3320,MUC,VRN
LH,3320,MUC,WAW
LH,3320,MUC,WRO
LH,3320,MUC,ZAD
LH,3320,MUC,ZAG
LH,3320,MUC,ZRH
LH,3320,MXP,BRU
LH,3320,MXP,FRA
LH,3320,MXP,MUC
LH,3320,NAP,DUS
LH,3320,NAP,FRA
LH,3320,NAP,MUC
LH,3320,NCE,DUS
LH,3320,NCE,FRA
LH,3320,NCE,MUC
LH,3320,NCL,DUS
LH,3320,NUE,FRA
LH,3320,NUE,MUC
LH,3320,NUE,ZRH
LH,3320,ODS,MUC
LH,3320,OLB,FRA
LH,3320,OLB,MUC
LH,3320,OPO,FRA
LH,3320,OSL,DUS
LH,3320,OSL,FRA
LH,3320,OSL,MUC
LH,3320,OSL,TOS
LH,3320,OTP,DUS
LH,3320,OTP,FRA
LH,3320,OTP,MUC
LH,3320,PAD,MUC
LH,3320,PMI,FRA
LH,3320,PMI,MUC
LH,3320,PMO,FRA
LH,3320,PMO,MUC
LH,3320,POZ,FRA
LH,3320,POZ,MUC
LH,3320,PRG,FRA
LH,3320,PRG,MUC
LH,3320,PRN,FRA
LH,3320,PRN,MUC
LH,3320,PSA,MUC
LH,3320,RIX,FRA
LH,3320,RLG,MUC
LH,3320,RTM,MUC
LH,3320,RZE,FRA
LH,3320,SBZ,MUC
LH,3320,SCN,HAM
LH,3320,SCN,LUX
LH,3320,SCN,TXL
LH,3320,SJJ,MUC
LH,3320,SKG,ATH
LH,3320,SKG,DUS
LH,3320,SKG,FRA
LH,3320,SKG,MUC
LH,3320,SKG,STR
LH,3320,SOF,FRA
LH,3320,SOF,MUC
LH,3320,SPU,DUS
LH,3320,SPU,FRA
LH,3320,SPU,MUC
LH,3320,STR,FRA
LH,3320,STR,GRZ
LH,3320,STR,MUC
LH,3320,STR,SKG
LH,3320,STR,VIE
LH,3320,STR,ZRH
LH,3320,SUF,MUC
LH,3320,SVG,FRA
LH,3320,SZG,FRA
LH,3320,TIA,MUC
LH,3320,TLL,FRA
LH,3320,TLS,FRA
LH,3320,TLS,MUC
LH,3320,TOS,ALF
LH,3320,TRN,FRA
LH,3320,TRN,MUC
LH,3320,TRS,MUC
LH,3320,TSR,MUC
LH,3320,TXL,ARN
LH,3320,TXL,ATH
LH,3320,TXL,BCN
LH,3320,TXL,BRU
LH,3320,TXL,CDG
LH,3320,TXL,CPH
LH,3320,TXL,DUS
LH,3320,TXL,FRA
LH,3320,TXL,LUX
LH,3320,TXL,MUC
LH,3320,TXL,SCN
LH,3320,TXL,VIE
LH,3320,TXL,ZAG
LH,3320,TXL,ZRH
LH,3320,VCE,FRA
LH,3320,VCE,MUC
LH,3320,VIE,CGN
LH,3320,VIE,DUS
LH,3320,VIE,FRA
LH,3320,VIE,HAM
LH,3320,VIE,LEJ
LH,3320,VIE,MUC
LH,3320,VIE,STR
LH,3320,VIE,TXL
LH,3320,VLC,DUS
LH,3320,VLC,FRA
LH,3320,VLC,MUC
LH,3320,VNO,BRU
LH,3320,VNO,FRA
LH,3320,VRN,FRA
LH,3320,VRN,MUC
LH,3320,WAW,DUS
LH,3320,WAW,FRA
LH,3320,WAW,HAM
LH,3320,WAW,MUC
LH,3320,WRO,FRA
LH,3320,WRO,MUC
LH,3320,ZAD,FRA
LH,3320,ZAD,MUC
LH,3320,ZAG,FRA
LH,3320,ZAG,MUC
LH,3320,ZAG,TXL
LH,3320,ZRH,DUS
LH,3320,ZRH,FRA
LH,3320,ZRH,HAJ
LH,3320,ZRH,HAM
LH,3320,ZRH,MUC
LH,3320,ZRH,NUE
LH,3320,ZRH,STR
LH,3320,ZRH,TXL
LM,3287,EOI,KOI
LM,3287,KOI,EOI
LM,3287,KOI,NDY
LM,3287,KOI,NRL
LM,3287,KOI,PPW
LM,3287,KOI,SOY
LM,3287,KOI,WRY
LM,3287,NDY,KOI
LM,3287,NDY,SOY
LM,3287,NRL,EOI
LM,3287,NRL,KOI
LM,3287,NRL,NDY
LM,3287,NRL,PPW
LM,3287,PPW,KOI
LM,3287,PPW,NRL
LM,3287,PPW,WRY
LM,3287,SOY,KOI
LM,3287,SOY,NDY
LM,3287,WRY,KOI
LM,3287,WRY,PPW
LO,3210,AMS,WAW
LO,3210,ARN,WAW
LO,3210,ATH,WAW
LO,3210,BCN,WAW
LO,3210,BEG,WAW
LO,3210,BRU,WAW
LO,3210,BUD,WAW
LO,3210,CDG,WAW
LO,3210,CPH,WAW
LO,3210,DUS,WAW
LO,3210,FRA,GDN
LO,3210,FRA,KRK
LO,3210,FRA,KTW
LO,3210,FRA,POZ
LO,3210,FRA,WAW
LO,3210,FRA,WRO
LO,3210,GDN,FRA
LO,3210,GDN,MUC
LO,3210,GDN,WAW
LO,3210,GVA,WAW
LO,3210,HAM,WAW
LO,3210,KBP,WAW
LO,3210,KRK,FRA
LO,3210,KRK,MUC
LO,3210,KRK,VIE
LO,3210,KRK,WAW
LO,3210,KTW,FRA
LO,3210,KTW,WAW
LO,3210,LHR,WAW
LO,3210,LIS,WAW
LO,3210,LJU,WAW
LO,3210,LWO,WAW
LO,3210,MAD,WAW
LO,3210,MSQ,WAW
LO,3210,MUC,GDN
LO,3210,MUC,KRK
LO,3210,MUC,POZ
LO,3210,MUC,WAW
LO,3210,MUC,WRO
LO,3210,MXP,WAW
LO,3210,NCE,WAW
LO,3210,ODS,WAW
LO,3210,OTP,WAW
LO,3210,POZ,FRA
LO,3210,POZ,MUC
LO,3210,POZ,WAW
LO,3210,PRG,WAW
LO,3210,RIX,WAW
LO,3210,RZE,WAW
LO,3210,SOF,WAW
LO,3210,SZZ,WAW
LO,3210,TLL,WAW
LO,3210,VIE,KRK
LO,3210,VIE,WAW
LO,3210,VNO,WAW
LO,3210,WAW,AMS
LO,3210,WAW,ARN
LO,3210,WAW,ATH
LO,3210,WAW,BCN
LO,3210,WAW,BEG
LO,3210,WAW,BRU
LO,3210,WAW,BUD
LO,3210,WAW,CDG
LO,3210,WAW,CPH
LO,3210,WAW,DUS
LO,3210,WAW,FRA
LO,3210,WAW,GDN
LO,3210,WAW,GVA
LO,3210,WAW,HAM
LO,3210,WAW,KBP
LO,3210,WAW,KRK
LO,3210,WAW,KTW
LO,3210,WAW,LHR
LO,3210,WAW,LIS
LO,3210,WAW,LJU
LO,3210,WAW,LWO
LO,3210,WAW,MAD
LO,3210,WAW,MSQ
LO,3210,WAW,MUC
LO,3210,WAW,MXP
LO,3210,WAW,NCE
LO,3210,WAW,ODS
LO,3210,WAW,OTP
LO,3210,WAW,POZ
LO,3210,WAW,PRG
LO,3210,WAW,RIX
LO,3210,WAW,RZE
LO,3210,WAW,SOF
LO,3210,WAW,SZZ
LO,3210,WAW,TLL
LO,3210,WAW,VIE
LO,3210,WAW,VNO
LO,3210,WAW,WRO
LO,3210,WAW,ZRH
LO,3210,WRO,FRA
LO,3210,WRO,MUC
LO,3210,WRO,WAW
LO,3210,ZRH,WAW
LS,3026,AGP,BFS
