Airline,Airline ID,Source airport,Destination airport,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance
2N,3652,POR,ARN,61.46170043945301,21.799999237061,59.65190124511699,17.918600082397,292.32656992518366
2N,3652,POR,KOK,61.46170043945301,21.799999237061,63.721199035645,23.143100738525,260.4663541282297
2N,3652,TKU,MHQ,60.514099121094,22.262800216675,60.122200012207,19.898199081421,137.28935130200296
2N,3652,TRF,ARN,59.1866989136,10.258600235,59.65190124511699,17.918600082397,436.15828742943165
2N,3652,VBY,ARN,57.662799835205,18.346200942993,59.65190124511699,17.918600082397,222.55517159028344
2N,3652,VHM,ARN,64.5791015625,16.833599090576172,59.65190124511699,17.918600082397,550.7566446512778
2N,3652,VHM,HMV,64.5791015625,16.833599090576172,65.80609893798828,15.082799911499023,159.00438759313695
2N,3652,VXO,ARN,56.929100036621094,14.727999687194824,59.65190124511699,17.918600082397,355.49050697254825
2N,3652,VXO,OSL,56.929100036621094,14.727999687194824,60.121,11.0502,414.0599300188711
3L,2916,ACH,EBA,47.4850006104,9.560770034789998,42.7603,10.2394,528.0477740811091
3L,2916,DRS,ZRH,51.1328010559082,13.767200469970703,47.464699,8.54917,556.0760974015303
3L,2916,DUS,FDH,51.289501,6.766780000000001,47.671298980699994,9.511489868160002,448.4569213226282
3L,2916,EBA,ACH,42.7603,10.2394,47.4850006104,9.560770034789998,528.0477740811091
3L,2916,EBA,FDH,42.7603,10.2394,47.671298980699994,9.511489868160002,549.0393898748847
3L,2916,EBA,MUC,42.7603,10.2394,48.353802,11.7861,633.4820175620449
3L,2916,EBA,ZRH,42.7603,10.2394,47.464699,8.54917,539.621197131775
3L,2916,FDH,DUS,47.671298980699994,9.511489868160002,51.289501,6.766780000000001,448.4569213226282
3L,2916,FDH,EBA,47.671298980699994,9.511489868160002,42.7603,10.2394,549.0393898748847
3L,2916,FDH,HAM,47.671298980699994,9.511489868160002,53.630401611328,9.988229751586902,663.4696987641304
3L,2916,FDH,OLB,47.671298980699994,9.511489868160002,40.898701,9.51763,753.0786935544605
3L,2916,FDH,TXL,47.671298980699994,9.511489868160002,52.5597,13.2877,606.3933738980058
3L,2916,FDH,ZAD,47.671298980699994,9.511489868160002,44.108299,15.3467,600.4676451795789
3L,2916,FMM,NAP,47.9888000488,10.2395000458,40.886002000000005,14.2908,852.4672741359705
3L,2916,GRZ,ZRH,46.9911003112793,15.439599990844728,47.464699,8.54917,522.7845543929949
3L,2916,HAM,FDH,53.630401611328,9.988229751586902,47.671298980699994,9.511489868160002,663.4696987641304
3L,2916,MUC,EBA,48.353802,11.7861,42.7603,10.2394,633.4820175620449
3L,2916,NAP,FMM,40.886002000000005,14.2908,47.9888000488,10.2395000458,852.4672741359705
3L,2916,OLB,FDH,40.898701,9.51763,47.671298980699994,9.511489868160002,753.0786935544605
3L,2916,SZG,ZRH,47.7933006287,13.0043001175,47.464699,8.54917,335.80182354772097
3L,2916,TXL,FDH,52.5597,13.2877,47.671298980699994,9.511489868160002,606.3933738980058
3L,2916,ZAD,FDH,44.108299,15.3467,47.671298980699994,9.511489868160002,600.4676451795789
3L,2916,ZRH,DRS,47.464699,8.54917,51.1328010559082,13.767200469970703,556.0760974015303
3L,2916,ZRH,EBA,47.464699,8.54917,42.7603,10.2394,539.621197131775
3L,2916,ZRH,GRZ,47.464699,8.54917,46.9911003112793,15.439599990844728,522.7845543929949
3L,2916,ZRH,SZG,47.464699,8.54917,47.7933006287,13.0043001175,335.80182354772097
4T,1401,AYT,ZRH,36.898701,30.800501,47.464699,8.54917,2165.571145859899
4T,1401,PRN,ZRH,42.5728,21.035801,47.464699,8.54917,1120.2225531190813
4T,1401,SKP,ZRH,41.961601,21.621401,47.464699,8.54917,1198.2981048409072
4T,1401,ZRH,AYT,47.464699,8.54917,36.898701,30.800501,2165.571145859899
4T,1401,ZRH,PRN,47.464699,8.54917,42.5728,21.035801,1120.2225531190813
4T,1401,ZRH,SKP,47.464699,8.54917,41.961601,21.621401,1198.2981048409072
4U,2548,AGP,STR,36.67490005493164,-4.499110221862793,48.6898994446,9.22196006775,1738.875525214008
4U,2548,AGP,TXL,36.67490005493164,-4.499110221862793,52.5597,13.2877,2245.8757428290896
4U,2548,AMS,HAM,52.308601,4.76389,53.630401611328,9.988229751586902,379.356902650655
4U,2548,AOI,DUS,43.616299,13.3623,51.289501,6.766780000000001,985.9470500757207
4U,2548,AOI,TXL,43.616299,13.3623,52.5597,13.2877,994.4761069085556
4U,2548,ARN,CGN,59.65190124511699,17.918600082397,50.8658981323,7.1427397728,1188.763786523187
4U,2548,ARN,DUS,59.65190124511699,17.918600082397,51.289501,6.766780000000001,1162.4021441822888
4U,2548,ARN,HAM,59.65190124511699,17.918600082397,53.630401611328,9.988229751586902,825.5040617457934
4U,2548,ATH,CGN,37.9364013672,23.944499969499997,50.8658981323,7.1427397728,1952.6899886186536
4U,2548,ATH,STR,37.9364013672,23.944499969499997,48.6898994446,9.22196006775,1682.158036173202
4U,2548,AYT,CGN,36.898701,30.800501,50.8658981323,7.1427397728,2432.083840357316
4U,2548,BCN,CGN,41.2971,2.07846,50.8658981323,7.1427397728,1132.7456900354834
4U,2548,BCN,DUS,41.2971,2.07846,51.289501,6.766780000000001,1167.4145868113608
4U,2548,BCN,HAJ,41.2971,2.07846,52.461101532,9.68507957458,1367.6018130093164
4U,2548,BCN,HAM,41.2971,2.07846,53.630401611328,9.988229751586902,1492.5636307154116
4U,2548,BCN,STR,41.2971,2.07846,48.6898994446,9.22196006775,994.6559866495118
4U,2548,BDS,STR,40.6576,17.947001,48.6898994446,9.22196006775,1127.022171906222
4U,2548,BEG,STR,44.8184013367,20.3090991974,48.6898994446,9.22196006775,946.7758222097561
4U,2548,BGO,HAM,60.29339981,5.218140125,53.630401611328,9.988229751586902,794.8250293945966
4U,2548,BHX,HAM,52.4538993835,-1.7480299472799998,53.630401611328,9.988229751586902,794.4900140144011
4U,2548,BHX,TXL,52.4538993835,-1.7480299472799998,52.5597,13.2877,1015.8542608423149
4U,2548,BIA,CGN,42.55270004272461,9.48373031616211,50.8658981323,7.1427397728,941.3290366127146
4U,2548,BIA,DUS,42.55270004272461,9.48373031616211,51.289501,6.766780000000001,992.9733168088554
4U,2548,BIA,HAM,42.55270004272461,9.48373031616211,53.630401611328,9.988229751586902,1232.3455823149216
4U,2548,BIA,STR,42.55270004272461,9.48373031616211,48.6898994446,9.22196006775,682.7278194714254
4U,2548,BIA,TXL,42.55270004272461,9.48373031616211,52.5597,13.2877,1148.3378583755034
4U,2548,BIO,DUS,43.30110168457031,-2.9106099605560303,51.289501,6.766780000000001,1147.6346590297217
4U,2548,BIO,STR,43.30110168457031,-2.9106099605560303,48.6898994446,9.22196006775,1110.41030619376
4U,2548,BLQ,CGN,44.5354,11.2887,50.8658981323,7.1427397728,768.9528126133032
4U,2548,BLQ,TXL,44.5354,11.2887,52.5597,13.2877,904.2179487381707
4U,2548,BRE,STR,53.0475006104,8.78666973114,48.6898994446,9.22196006775,485.5024770412685
4U,2548,BRI,CGN,41.138901,16.760599,50.8658981323,7.1427397728,1309.7464820732512
4U,2548,BRI,DUS,41.138901,16.760599,51.289501,6.766780000000001,1363.0304525869192
4U,2548,BRI,STR,41.138901,16.760599,48.6898994446,9.22196006775,1027.173208007334
4U,2548,BRU,STR,50.9014015198,4.48443984985,48.6898994446,9.22196006775,419.5135356189335
4U,2548,BSL,DUS,47.59,7.5291667,51.289501,6.766780000000001,415.0361388516746
4U,2548,BUD,CGN,47.429759999999995,19.261093,50.8658981323,7.1427397728,959.1916354074964
4U,2548,BUD,HAM,47.429759999999995,19.261093,53.630401611328,9.988229751586902,949.8154517034169
4U,2548,BUD,STR,47.429759999999995,19.261093,48.6898994446,9.22196006775,758.5389160559727
4U,2548,CAG,CGN,39.251499,9.05428,50.8658981323,7.1427397728,1300.0409109672235
4U,2548,CAG,DUS,39.251499,9.05428,51.289501,6.766780000000001,1350.30272067324
4U,2548,CAG,STR,39.251499,9.05428,48.6898994446,9.22196006775,1049.5872906672219
4U,2548,CDG,HAM,49.012798,2.55,53.630401611328,9.988229751586902,727.8466214152309
4U,2548,CFU,CGN,39.601898193359375,19.911699295043945,50.8658981323,7.1427397728,1597.9198065103762
4U,2548,CFU,DRS,39.601898193359375,19.911699295043945,51.1328010559082,13.767200469970703,1367.8823830096908
4U,2548,CFU,STR,39.601898193359375,19.911699295043945,48.6898994446,9.22196006775,1319.7793890657676
4U,2548,CGN,ARN,50.8658981323,7.1427397728,59.65190124511699,17.918600082397,1188.763786523187
4U,2548,CGN,ATH,50.8658981323,7.1427397728,37.9364013672,23.944499969499997,1952.6899886186536
4U,2548,CGN,AYT,50.8658981323,7.1427397728,36.898701,30.800501,2432.083840357316
4U,2548,CGN,BCN,50.8658981323,7.1427397728,41.2971,2.07846,1132.7456900354834
4U,2548,CGN,BIA,50.8658981323,7.1427397728,42.55270004272461,9.48373031616211,941.3290366127146
4U,2548,CGN,BLQ,50.8658981323,7.1427397728,44.5354,11.2887,768.9528126133032
4U,2548,CGN,BRI,50.8658981323,7.1427397728,41.138901,16.760599,1309.7464820732512
4U,2548,CGN,BUD,50.8658981323,7.1427397728,47.429759999999995,19.261093,959.1916354074964
4U,2548,CGN,CAG,50.8658981323,7.1427397728,39.251499,9.05428,1300.0409109672235
4U,2548,CGN,CFU,50.8658981323,7.1427397728,39.601898193359375,19.911699295043945,1597.9198065103762
4U,2548,CGN,CLY,50.8658981323,7.1427397728,42.52444439999999,8.793055599999999,935.9622649344598
4U,2548,CGN,CTA,50.8658981323,7.1427397728,37.466801,15.0664,1616.1579138575246
4U,2548,CGN,DBV,50.8658981323,7.1427397728,42.5614013671875,18.268199920654297,1251.1730332839106
4U,2548,CGN,DRS,50.8658981323,7.1427397728,51.1328010559082,13.767200469970703,464.35896985408965
4U,2548,CGN,DUB,50.8658981323,7.1427397728,53.421299,-6.27007,956.6855635579964
4U,2548,CGN,EDI,50.8658981323,7.1427397728,55.95000076293945,-3.372499942779541,895.8076802463069
4U,2548,CGN,FAO,50.8658981323,7.1427397728,37.0144004822,-7.965909957889999,1950.5133996456357
4U,2548,CGN,FCO,50.8658981323,7.1427397728,41.8002778,12.2388889,1080.6606292463625
4U,2548,CGN,FDH,50.8658981323,7.1427397728,47.671298980699994,9.511489868160002,394.56426328199507
4U,2548,CGN,HAM,50.8658981323,7.1427397728,53.630401611328,9.988229751586902,363.27867512066445
4U,2548,CGN,HDF,50.8658981323,7.1427397728,53.8787002563,14.152299881,581.5349473386814
4U,2548,CGN,HER,50.8658981323,7.1427397728,35.3396987915,25.1802997589,2251.435072244162
4U,2548,CGN,IBZ,50.8658981323,7.1427397728,38.8728981018,1.3731199502899998,1407.8434083066222
4U,2548,CGN,JMK,50.8658981323,7.1427397728,37.43510055541992,25.348100662231445,2072.2844721076212
4U,2548,CGN,JTR,50.8658981323,7.1427397728,36.39920043945313,25.47929954528809,2171.0176748087565
4U,2548,CGN,KGS,50.8658981323,7.1427397728,36.79330062866211,27.09169960021973,2224.4705164166426
4U,2548,CGN,KLU,50.8658981323,7.1427397728,46.642502,14.3377,705.6442964859601
4U,2548,CGN,KVA,50.8658981323,7.1427397728,40.91329956054688,24.619199752807617,1740.0195465716808
4U,2548,CGN,LEJ,50.8658981323,7.1427397728,51.423889,12.236389,360.6239699094352
4U,2548,CGN,LHR,50.8658981323,7.1427397728,51.4706,-0.461941,534.2208064423635
4U,2548,CGN,LIS,50.8658981323,7.1427397728,38.7813,-9.13592,1850.4544738557865
4U,2548,CGN,MAN,50.8658981323,7.1427397728,53.35369873046875,-2.2749500274658203,699.4167323576169
4U,2548,CGN,MXP,50.8658981323,7.1427397728,45.6306,8.728110000000001,593.8175855681068
4U,2548,CGN,NAP,50.8658981323,7.1427397728,40.886002000000005,14.2908,1238.6401864614131
4U,2548,CGN,NCE,50.8658981323,7.1427397728,43.658401489300005,7.215869903560001,801.4559468487387
4U,2548,CGN,OLB,50.8658981323,7.1427397728,40.898701,9.51763,1123.2838994811948
4U,2548,CGN,PMI,50.8658981323,7.1427397728,39.551700592,2.73881006241,1303.9162441110568
4U,2548,CGN,PMO,50.8658981323,7.1427397728,38.175999,13.091,1486.541628106779
4U,2548,CGN,PRG,50.8658981323,7.1427397728,50.1008,14.26,510.49762720512047
4U,2548,CGN,PSA,50.8658981323,7.1427397728,43.683899,10.3927,835.1754220310766
4U,2548,CGN,PUY,50.8658981323,7.1427397728,44.89350128173828,13.922200202941896,833.9115959982405
4U,2548,CGN,RHO,50.8658981323,7.1427397728,36.40539932250977,28.086200714111328,2314.0196413970807
4U,2548,CGN,RJK,50.8658981323,7.1427397728,45.21689987182617,14.570300102233888,835.5117427148813
4U,2548,CGN,RLG,50.8658981323,7.1427397728,53.9182014465,12.2783002853,486.2198258157691
4U,2548,CGN,SAW,50.8658981323,7.1427397728,40.898601532,29.3092002869,2030.3443296240853
4U,2548,CGN,SJJ,50.8658981323,7.1427397728,43.82460021972656,18.331499099731445,1148.2105127748916
4U,2548,CGN,SKG,50.8658981323,7.1427397728,40.51969909667969,22.97089958190918,1677.1687792767113
4U,2548,CGN,SPU,50.8658981323,7.1427397728,43.53889846801758,16.29800033569336,1067.0878955546468
4U,2548,CGN,STN,50.8658981323,7.1427397728,51.8849983215,0.234999999404,492.4642154829361
4U,2548,CGN,SUF,50.8658981323,7.1427397728,38.905399,16.2423,1508.216674209751
4U,2548,CGN,SZG,50.8658981323,7.1427397728,47.7933006287,13.0043001175,544.8365426780226
4U,2548,CGN,TXL,50.8658981323,7.1427397728,52.5597,13.2877,463.17545939967533
4U,2548,CGN,VCE,50.8658981323,7.1427397728,45.505299,12.3519,709.8355360890043
4U,2548,CGN,VIE,50.8658981323,7.1427397728,48.110298156738,16.569700241089002,745.9889511619197
4U,2548,CGN,VRN,50.8658981323,7.1427397728,45.395699,10.8885,668.5539981351038
4U,2548,CGN,WAW,50.8658981323,7.1427397728,52.1656990051,20.9671001434,965.9289323157834
4U,2548,CGN,XRY,50.8658981323,7.1427397728,36.74459838867188,-6.060110092163086,1887.942410653861
4U,2548,CGN,ZAD,50.8658981323,7.1427397728,44.108299,15.3467,970.7021400487887
4U,2548,CGN,ZAG,50.8658981323,7.1427397728,45.742900848400005,16.0687999725,870.9157536997376
4U,2548,CGN,ZRH,50.8658981323,7.1427397728,47.464699,8.54917,391.75684624557147
4U,2548,CLY,CGN,42.52444439999999,8.793055599999999,50.8658981323,7.1427397728,935.9622649344598
4U,2548,CTA,CGN,37.466801,15.0664,50.8658981323,7.1427397728,1616.1579138575246
4U,2548,CTA,DUS,37.466801,15.0664,51.289501,6.766780000000001,1670.0090529248314
4U,2548,CTA,HAJ,37.466801,15.0664,52.461101532,9.68507957458,1718.9937956123285
4U,2548,CTA,HAM,37.466801,15.0664,53.630401611328,9.988229751586902,1839.1170632540152
4U,2548,CTA,STR,37.466801,15.0664,48.6898994446,9.22196006775,1334.1650321404718
4U,2548,CTA,TXL,37.466801,15.0664,52.5597,13.2877,1683.9329879053187
4U,2548,CWL,DUS,51.39670181274414,-3.343329906463623,51.289501,6.766780000000001,701.7777363594114
4U,2548,DBV,CGN,42.5614013671875,18.268199920654297,50.8658981323,7.1427397728,1251.1730332839106
4U,2548,DBV,DUS,42.5614013671875,18.268199920654297,51.289501,6.766780000000001,1302.6377200047748
4U,2548,DBV,HAJ,42.5614013671875,18.268199920654297,52.461101532,9.68507957458,1273.639648404538
4U,2548,DBV,HAM,42.5614013671875,18.268199920654297,53.630401611328,9.988229751586902,1373.7165300701126
4U,2548,DBV,STR,42.5614013671875,18.268199920654297,48.6898994446,9.22196006775,978.1478319155185
4U,2548,DBV,TXL,42.5614013671875,18.268199920654297,52.5597,13.2877,1172.1756478909977
4U,2548,DRS,CFU,51.1328010559082,13.767200469970703,39.601898193359375,19.911699295043945,1367.8823830096908
4U,2548,DRS,CGN,51.1328010559082,13.767200469970703,50.8658981323,7.1427397728,464.35896985408965
4U,2548,DRS,DUS,51.1328010559082,13.767200469970703,51.289501,6.766780000000001,487.76347017180046
4U,2548,DRS,STR,51.1328010559082,13.767200469970703,48.6898994446,9.22196006775,423.7930328654882
4U,2548,DTM,HDF,51.518299102799986,7.61223983765,53.8787002563,14.152299881,512.6440190850309
4U,2548,DTM,MUC,51.518299102799986,7.61223983765,48.353802,11.7861,461.42129693754333
4U,2548,DTM,PMI,51.518299102799986,7.61223983765,39.551700592,2.73881006241,1382.9114249228974
4U,2548,DTM,SAW,51.518299102799986,7.61223983765,40.898601532,29.3092002869,2032.3650163741465
4U,2548,DTM,SPU,51.518299102799986,7.61223983765,43.53889846801758,16.29800033569336,1099.5158891000633
4U,2548,DUB,CGN,53.421299,-6.27007,50.8658981323,7.1427397728,956.6855635579964
4U,2548,DUB,DUS,53.421299,-6.27007,51.289501,6.766780000000001,915.1061161724592
4U,2548,DUS,AOI,51.289501,6.766780000000001,43.616299,13.3623,985.9470500757207
4U,2548,DUS,ARN,51.289501,6.766780000000001,59.65190124511699,17.918600082397,1162.4021441822888
4U,2548,DUS,BCN,51.289501,6.766780000000001,41.2971,2.07846,1167.4145868113608
4U,2548,DUS,BIA,51.289501,6.766780000000001,42.55270004272461,9.48373031616211,992.9733168088554
4U,2548,DUS,BIO,51.289501,6.766780000000001,43.30110168457031,-2.9106099605560303,1147.6346590297217
4U,2548,DUS,BRI,51.289501,6.766780000000001,41.138901,16.760599,1363.0304525869192
4U,2548,DUS,BSL,51.289501,6.766780000000001,47.59,7.5291667,415.0361388516746
4U,2548,DUS,CAG,51.289501,6.766780000000001,39.251499,9.05428,1350.30272067324
4U,2548,DUS,CTA,51.289501,6.766780000000001,37.466801,15.0664,1670.0090529248314
4U,2548,DUS,CWL,51.289501,6.766780000000001,51.39670181274414,-3.343329906463623,701.7777363594114
4U,2548,DUS,DBV,51.289501,6.766780000000001,42.5614013671875,18.268199920654297,1302.6377200047748
4U,2548,DUS,DRS,51.289501,6.766780000000001,51.1328010559082,13.767200469970703,487.76347017180046
4U,2548,DUS,DUB,51.289501,6.766780000000001,53.421299,-6.27007,915.1061161724592
4U,2548,DUS,GVA,51.289501,6.766780000000001,46.23809814453125,6.108950138092041,563.749469806704
4U,2548,DUS,HDF,51.289501,6.766780000000001,53.8787002563,14.152299881,575.6661149525004
4U,2548,DUS,HER,51.289501,6.766780000000001,35.3396987915,25.1802997589,2302.818657775321
4U,2548,DUS,IBZ,51.289501,6.766780000000001,38.8728981018,1.3731199502899998,1443.1477219523229
4U,2548,DUS,KTW,51.289501,6.766780000000001,50.4743,19.08,867.5426574282933
4U,2548,DUS,LEJ,51.289501,6.766780000000001,51.423889,12.236389,380.0036339622633
4U,2548,DUS,LYS,51.289501,6.766780000000001,45.725556,5.081111,630.9752810299956
4U,2548,DUS,MAD,51.289501,6.766780000000001,40.471926,-3.56264,1441.2996839854334
4U,2548,DUS,MPL,51.289501,6.766780000000001,43.57619857788086,3.96301007270813,883.0517905070114
4U,2548,DUS,MXP,51.289501,6.766780000000001,45.6306,8.728110000000001,645.583019667582
4U,2548,DUS,NQY,51.289501,6.766780000000001,50.44060134887695,-4.995409965515137,829.9475121995755
4U,2548,DUS,NUE,51.289501,6.766780000000001,49.498699,11.078056,364.6708667557474
4U,2548,DUS,OLB,51.289501,6.766780000000001,40.898701,9.51763,1174.4896408013074
4U,2548,DUS,PMI,51.289501,6.766780000000001,39.551700592,2.73881006241,1341.9749996893797
4U,2548,DUS,POZ,51.289501,6.766780000000001,52.4210014343,16.8262996674,701.6412035167913
4U,2548,DUS,PRG,51.289501,6.766780000000001,50.1008,14.26,543.8229731788716
4U,2548,DUS,PRN,51.289501,6.766780000000001,42.5728,21.035801,1449.1698809894558
4U,2548,DUS,SKG,51.289501,6.766780000000001,40.51969909667969,22.97089958190918,1726.6366258272403
4U,2548,DUS,SPU,51.289501,6.766780000000001,43.53889846801758,16.29800033569336,1119.3173794754373
4U,2548,DUS,SUF,51.289501,6.766780000000001,38.905399,16.2423,1562.090849711944
4U,2548,DUS,TRN,51.289501,6.766780000000001,45.200802,7.64963,680.1673008498392
4U,2548,DUS,VCE,51.289501,6.766780000000001,45.505299,12.3519,763.4988855573004
4U,2548,DUS,WAW,51.289501,6.766780000000001,52.1656990051,20.9671001434,981.283749304187
4U,2548,DUS,WRO,51.289501,6.766780000000001,51.10269927979999,16.885799408,704.8513276266574
4U,2548,DUS,ZAD,51.289501,6.766780000000001,44.108299,15.3467,1023.2267328400184
4U,2548,EDI,CGN,55.95000076293945,-3.372499942779541,50.8658981323,7.1427397728,895.8076802463069
4U,2548,FAO,CGN,37.0144004822,-7.965909957889999,50.8658981323,7.1427397728,1950.5133996456357
4U,2548,FAO,HAM,37.0144004822,-7.965909957889999,53.630401611328,9.988229751586902,2306.3947044180613
4U,2548,FAO,STR,37.0144004822,-7.965909957889999,48.6898994446,9.22196006775,1901.9458830265178
4U,2548,FCO,CGN,41.8002778,12.2388889,50.8658981323,7.1427397728,1080.6606292463625
4U,2548,FCO,HAJ,41.8002778,12.2388889,52.461101532,9.68507957458,1200.8662444778367
4U,2548,FCO,HAM,41.8002778,12.2388889,53.630401611328,9.988229751586902,1326.0054203595294
4U,2548,FCO,STR,41.8002778,12.2388889,48.6898994446,9.22196006775,801.5010826360831
4U,2548,FCO,TXL,41.8002778,12.2388889,52.5597,13.2877,1198.9815450253593
4U,2548,FDH,CGN,47.671298980699994,9.511489868160002,50.8658981323,7.1427397728,394.56426328199507
4U,2548,FKB,HAM,48.7793998718,8.08049964905,53.630401611328,9.988229751586902,555.4848878192762
4U,2548,FMM,HAM,47.9888000488,10.2395000458,53.630401611328,9.988229751586902,627.5647608107435
4U,2548,FMM,TXL,47.9888000488,10.2395000458,52.5597,13.2877,552.3725568007118
4U,2548,FRA,HDF,50.033333,8.570556,53.8787002563,14.152299881,573.3534449846735
4U,2548,GVA,DUS,46.23809814453125,6.108950138092041,51.289501,6.766780000000001,563.749469806704
4U,2548,GVA,HAM,46.23809814453125,6.108950138092041,53.630401611328,9.988229751586902,867.2790414339107
4U,2548,HAJ,BCN,52.461101532,9.68507957458,41.2971,2.07846,1367.6018130093164
4U,2548,HAJ,CTA,52.461101532,9.68507957458,37.466801,15.0664,1718.9937956123285
4U,2548,HAJ,DBV,52.461101532,9.68507957458,42.5614013671875,18.268199920654297,1273.639648404538
4U,2548,HAJ,FCO,52.461101532,9.68507957458,41.8002778,12.2388889,1200.8662444778367
4U,2548,HAJ,HER,52.461101532,9.68507957458,35.3396987915,25.1802997589,2262.236491199953
4U,2548,HAJ,MXP,52.461101532,9.68507957458,45.6306,8.728110000000001,762.6939761493625
4U,2548,HAJ,NAP,52.461101532,9.68507957458,40.886002000000005,14.2908,1333.4968140835117
4U,2548,HAJ,PMI,52.461101532,9.68507957458,39.551700592,2.73881006241,1530.694491493166
4U,2548,HAJ,PRN,52.461101532,9.68507957458,42.5728,21.035801,1387.809678307866
4U,2548,HAJ,SAW,52.461101532,9.68507957458,40.898601532,29.3092002869,1961.9679424249734
4U,2548,HAJ,SKG,52.461101532,9.68507957458,40.51969909667969,22.97089958190918,1667.006298246801
4U,2548,HAJ,SPU,52.461101532,9.68507957458,43.53889846801758,16.29800033569336,1106.304338584893
4U,2548,HAJ,STN,52.461101532,9.68507957458,51.8849983215,0.234999999404,647.1398550409789
4U,2548,HAJ,STR,52.461101532,9.68507957458,48.6898994446,9.22196006775,420.60934541451985
4U,2548,HAJ,SUF,52.461101532,9.68507957458,38.905399,16.2423,1589.4412364069738
4U,2548,HAJ,VCE,52.461101532,9.68507957458,45.505299,12.3519,797.4103741573039
4U,2548,HAJ,VIE,52.461101532,9.68507957458,48.110298156738,16.569700241089002,687.4071722284567
