Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance,Estimated Cost,Estimated Duration
ZRH,SKP,Zurich,Switzerland,Skopje,Macedonia,47.464699,8.54917,41.961601,21.621401,1198.2981048409072,289,2.497872631051134
AGP,STR,Malaga,Spain,Stuttgart,Germany,36.67490005493164,-4.499110221862793,48.6898994446,9.22196006775,1738.875525214008,460,3.17359440651751
AGP,TXL,Malaga,Spain,Berlin,Germany,36.67490005493164,-4.499110221862793,52.5597,13.2877,2245.8757428290896,587,3.807344678536362
AMS,HAM,Amsterdam,Netherlands,Hamburg,Germany,52.308601,4.76389,53.630401611328,9.988229751586902,379.356902650655,98,1.4741961283133187
AOI,DUS,Ancona,Italy,Duesseldorf,Germany,43.616299,13.3623,51.289501,6.766780000000001,985.9470500757208,223,2.232433812594651
AOI,TXL,Ancona,Italy,Berlin,Germany,43.616299,13.3623,52.5597,13.2877,994.4761069085556,224,2.243095133635695
ARN,CGN,Stockholm,Sweden,Cologne,Germany,59.65190124511699,17.918600082397,50.8658981323,7.1427397728,1188.763786523187,287,2.4859547331539837
ARN,DUS,Stockholm,Sweden,Duesseldorf,Germany,59.65190124511699,17.918600082397,51.289501,6.766780000000001,1162.4021441822888,281,2.4530026802278613
ARN,HAM,Stockholm,Sweden,Hamburg,Germany,59.65190124511699,17.918600082397,53.630401611328,9.988229751586902,825.5040617457934,191,2.0318800771822416
ATH,CGN,Athens,Greece,Cologne,Germany,37.9364013672,23.944499969499997,50.8658981323,7.1427397728,1952.6899886186536,514,3.440862485773317
ATH,STR,Athens,Greece,Stuttgart,Germany,37.9364013672,23.944499969499997,48.6898994446,9.22196006775,1682.158036173202,446,3.102697545216502
AYT,CGN,Antalya,Turkey,Cologne,Germany,36.898701,30.800501,50.8658981323,7.1427397728,2432.083840357316,634,4.040104800446645
BCN,CGN,Barcelona,Spain,Cologne,Germany,41.2971,2.07846,50.8658981323,7.1427397728,1132.7456900354834,275,2.415932112544354
BCN,DUS,Barcelona,Spain,Duesseldorf,Germany,41.2971,2.07846,51.289501,6.766780000000001,1167.4145868113608,282,2.4592682335142007
BCN,HAJ,Barcelona,Spain,Hannover,Germany,41.2971,2.07846,52.461101532,9.68507957458,1367.6018130093164,326,2.7095022662616453
BCN,HAM,Barcelona,Spain,Hamburg,Germany,41.2971,2.07846,53.630401611328,9.988229751586902,1492.5636307154116,354,2.8657045383942643
BCN,STR,Barcelona,Spain,Stuttgart,Germany,41.2971,2.07846,48.6898994446,9.22196006775,994.6559866495118,224,2.2433199833118898
BDS,STR,Brindisi,Italy,Stuttgart,Germany,40.6576,17.947001,48.6898994446,9.22196006775,1127.022171906222,273,2.4087777148827776
BEG,STR,Belgrade,Serbia,Stuttgart,Germany,44.8184013367,20.3090991974,48.6898994446,9.22196006775,946.775822209756,215,2.1834697777621948
BGO,HAM,Bergen,Norway,Hamburg,Germany,60.29339981,5.218140125,53.630401611328,9.988229751586902,794.8250293945966,184,1.9935312867432458
BHX,HAM,Birmingham,United Kingdom,Hamburg,Germany,52.4538993835,-1.7480299472799998,53.630401611328,9.988229751586902,794.4900140144011,184,1.9931125175180013
BHX,TXL,Birmingham,United Kingdom,Berlin,Germany,52.4538993835,-1.7480299472799998,52.5597,13.2877,1015.8542608423148,249,2.2698178260528934
BIA,CGN,Bastia,France,Cologne,Germany,42.55270004272461,9.48373031616211,50.8658981323,7.1427397728,941.3290366127146,214,2.1766612957658933
BIA,DUS,Bastia,France,Duesseldorf,Germany,42.55270004272461,9.48373031616211,51.289501,6.766780000000001,992.9733168088554,224,2.241216646011069
BIA,HAM,Bastia,France,Hamburg,Germany,42.55270004272461,9.48373031616211,53.630401611328,9.988229751586902,1232.3455823149216,297,2.540431977893652
BIA,STR,Bastia,France,Stuttgart,Germany,42.55270004272461,9.48373031616211,48.6898994446,9.22196006775,682.7278194714254,162,1.8534097743392817
BIA,TXL,Bastia,France,Berlin,Germany,42.55270004272461,9.48373031616211,52.5597,13.2877,1148.3378583755034,278,2.435422322969379
BIO,DUS,Bilbao,Spain,Duesseldorf,Germany,43.30110168457031,-2.9106099605560303,51.289501,6.766780000000001,1147.6346590297217,278,2.4345433237871523
BIO,STR,Bilbao,Spain,Stuttgart,Germany,43.30110168457031,-2.9106099605560303,48.6898994446,9.22196006775,1110.41030619376,270,2.3880128827422
BLQ,CGN,Bologna,Italy,Cologne,Germany,44.5354,11.2887,50.8658981323,7.1427397728,768.9528126133032,179,1.961191015766629
BLQ,TXL,Bologna,Italy,Berlin,Germany,44.5354,11.2887,52.5597,13.2877,904.2179487381708,206,2.1302724359227136
BRE,STR,Bremen,Germany,Stuttgart,Germany,53.0475006104,8.78666973114,48.6898994446,9.22196006775,485.5024770412685,118,1.6068780963015856
BRI,CGN,Bari,Italy,Cologne,Germany,41.138901,16.760599,50.8658981323,7.1427397728,1309.7464820732512,314,2.637183102591564
BRI,DUS,Bari,Italy,Duesseldorf,Germany,41.138901,16.760599,51.289501,6.766780000000001,1363.0304525869192,325,2.703788065733649
BRI,STR,Bari,Italy,Stuttgart,Germany,41.138901,16.760599,48.6898994446,9.22196006775,1027.173208007334,251,2.2839665100091677
BRU,STR,Brussels,Belgium,Stuttgart,Germany,50.9014015198,4.48443984985,48.6898994446,9.22196006775,419.5135356189335,105,1.5243919195236668
BSL,DUS,Mulhouse,France,Duesseldorf,Germany,47.59,7.5291667,51.289501,6.766780000000001,415.0361388516746,104,1.5187951735645933
BUD,CGN,Budapest,Hungary,Cologne,Germany,47.429759999999995,19.261093,50.8658981323,7.1427397728,959.1916354074964,217,2.1989895442593705
BUD,HAM,Budapest,Hungary,Hamburg,Germany,47.429759999999995,19.261093,53.630401611328,9.988229751586902,949.8154517034168,215,2.1872693146292708
BUD,STR,Budapest,Hungary,Stuttgart,Germany,47.429759999999995,19.261093,48.6898994446,9.22196006775,758.5389160559727,177,1.9481736450699658
CAG,CGN,Cagliari,Italy,Cologne,Germany,39.251499,9.05428,50.8658981323,7.1427397728,1300.0409109672237,312,2.6250511387090296
CAG,DUS,Cagliari,Italy,Duesseldorf,Germany,39.251499,9.05428,51.289501,6.766780000000001,1350.30272067324,323,2.6878784008415497
CAG,STR,Cagliari,Italy,Stuttgart,Germany,39.251499,9.05428,48.6898994446,9.22196006775,1049.587290667222,256,2.3119841133340273
CDG,HAM,Paris,France,Hamburg,Germany,49.012798,2.55,53.630401611328,9.988229751586902,727.8466214152309,171,1.9098082767690385
CFU,CGN,Kerkyra/corfu,Greece,Cologne,Germany,39.601898193359375,19.911699295043945,50.8658981323,7.1427397728,1597.9198065103762,425,2.9973997581379703
CFU,DRS,Kerkyra/corfu,Greece,Dresden,Germany,39.601898193359375,19.911699295043945,51.1328010559082,13.767200469970703,1367.8823830096908,326,2.7098529787621137
CFU,STR,Kerkyra/corfu,Greece,Stuttgart,Germany,39.601898193359375,19.911699295043945,48.6898994446,9.22196006775,1319.7793890657676,316,2.6497242363322098
CGN,ARN,Cologne,Germany,Stockholm,Sweden,50.8658981323,7.1427397728,59.65190124511699,17.918600082397,1188.763786523187,287,2.4859547331539837
CGN,ATH,Cologne,Germany,Athens,Greece,50.8658981323,7.1427397728,37.9364013672,23.944499969499997,1952.6899886186536,514,3.440862485773317
CGN,AYT,Cologne,Germany,Antalya,Turkey,50.8658981323,7.1427397728,36.898701,30.800501,2432.083840357316,634,4.040104800446645
CGN,BCN,Cologne,Germany,Barcelona,Spain,50.8658981323,7.1427397728,41.2971,2.07846,1132.7456900354834,275,2.415932112544354
CGN,BIA,Cologne,Germany,Bastia,France,50.8658981323,7.1427397728,42.55270004272461,9.48373031616211,941.3290366127146,214,2.1766612957658933
CGN,BLQ,Cologne,Germany,Bologna,Italy,50.8658981323,7.1427397728,44.5354,11.2887,768.9528126133032,179,1.961191015766629
CGN,BRI,Cologne,Germany,Bari,Italy,50.8658981323,7.1427397728,41.138901,16.760599,1309.7464820732512,314,2.637183102591564
CGN,BUD,Cologne,Germany,Budapest,Hungary,50.8658981323,7.1427397728,47.429759999999995,19.261093,959.1916354074964,217,2.1989895442593705
CGN,CAG,Cologne,Germany,Cagliari,Italy,50.8658981323,7.1427397728,39.251499,9.05428,1300.0409109672237,312,2.6250511387090296
CGN,CFU,Cologne,Germany,Kerkyra/corfu,Greece,50.8658981323,7.1427397728,39.601898193359375,19.911699295043945,1597.9198065103762,425,2.9973997581379703
CGN,CLY,Cologne,Germany,Calvi,France,50.8658981323,7.1427397728,42.52444439999999,8.793055599999999,935.9622649344598,213,2.1699528311680747
CGN,CTA,Cologne,Germany,Catania,Italy,50.8658981323,7.1427397728,37.466801,15.0664,1616.1579138575246,430,3.0201973923219056
CGN,DBV,Cologne,Germany,Dubrovnik,Croatia,50.8658981323,7.1427397728,42.5614013671875,18.268199920654297,1251.1730332839106,301,2.5639662916048884
CGN,DRS,Cologne,Germany,Dresden,Germany,50.8658981323,7.1427397728,51.1328010559082,13.767200469970703,464.3589698540897,114,1.580448712317612
CGN,DUB,Cologne,Germany,Dublin,Ireland,50.8658981323,7.1427397728,53.421299,-6.27007,956.6855635579964,217,2.1958569544474953
CGN,EDI,Cologne,Germany,Edinburgh,United Kingdom,50.8658981323,7.1427397728,55.95000076293945,-3.372499942779541,895.8076802463069,205,2.1197596003078836
CGN,FAO,Cologne,Germany,Faro,Portugal,50.8658981323,7.1427397728,37.0144004822,-7.965909957889999,1950.5133996456357,513,3.4381417495570448
CGN,FCO,Cologne,Germany,Rome,Italy,50.8658981323,7.1427397728,41.8002778,12.2388889,1080.6606292463623,263,2.350825786557953
CGN,FDH,Cologne,Germany,Friedrichshafen,Germany,50.8658981323,7.1427397728,47.671298980699994,9.511489868160002,394.56426328199507,100,1.4932053291024938
CGN,HAM,Cologne,Germany,Hamburg,Germany,50.8658981323,7.1427397728,53.630401611328,9.988229751586902,363.2786751206645,95,1.4540983439008306
CGN,HDF,Cologne,Germany,Heringsdorf,Germany,50.8658981323,7.1427397728,53.8787002563,14.152299881,581.5349473386814,136,1.7269186841733517
CGN,HER,Cologne,Germany,Heraklion,Greece,50.8658981323,7.1427397728,35.3396987915,25.1802997589,2251.435072244162,588,3.8142938403052025
CGN,IBZ,Cologne,Germany,Ibiza,Spain,50.8658981323,7.1427397728,38.8728981018,1.3731199502899998,1407.8434083066222,335,2.7598042603832775
CGN,JMK,Cologne,Germany,Mykonos,Greece,50.8658981323,7.1427397728,37.43510055541992,25.348100662231445,2072.2844721076212,544,3.5903555901345268
CGN,JTR,Cologne,Germany,Thira,Greece,50.8658981323,7.1427397728,36.39920043945313,25.47929954528809,2171.0176748087565,568,3.7137720935109457
CGN,KGS,Cologne,Germany,Kos,Greece,50.8658981323,7.1427397728,36.79330062866211,27.09169960021973,2224.4705164166426,582,3.7805881455208032
CGN,KLU,Cologne,Germany,Klagenfurt,Austria,50.8658981323,7.1427397728,46.642502,14.3377,705.6442964859601,167,1.8820553706074503
CGN,KVA,Cologne,Germany,Kavala,Greece,50.8658981323,7.1427397728,40.91329956054688,24.619199752807617,1740.0195465716808,461,3.175024433214601
CGN,LEJ,Cologne,Germany,Leipzig,Germany,50.8658981323,7.1427397728,51.423889,12.236389,360.6239699094352,94,1.450779962386794
CGN,LHR,Cologne,Germany,London,United Kingdom,50.8658981323,7.1427397728,51.4706,-0.461941,534.2208064423635,127,1.6677760080529542
CGN,LIS,Cologne,Germany,Lisbon,Portugal,50.8658981323,7.1427397728,38.7813,-9.13592,1850.4544738557863,488,3.313068092319733
CGN,MAN,Cologne,Germany,Manchester,United Kingdom,50.8658981323,7.1427397728,53.35369873046875,-2.2749500274658203,699.4167323576169,165,1.874270915447021
CGN,MXP,Cologne,Germany,Milano,Italy,50.8658981323,7.1427397728,45.6306,8.728110000000001,593.8175855681068,138,1.7422719819601333
CGN,NAP,Cologne,Germany,Naples,Italy,50.8658981323,7.1427397728,40.886002000000005,14.2908,1238.6401864614131,298,2.548300233076766
CGN,NCE,Cologne,Germany,Nice,France,50.8658981323,7.1427397728,43.658401489300005,7.215869903560001,801.4559468487387,186,2.001819933560923
CGN,OLB,Cologne,Germany,Olbia,Italy,50.8658981323,7.1427397728,40.898701,9.51763,1123.2838994811948,273,2.4041048743514937
CGN,PMI,Cologne,Germany,Palma de Mallorca,Spain,50.8658981323,7.1427397728,39.551700592,2.73881006241,1303.9162441110568,312,2.629895305138821
CGN,PMO,Cologne,Germany,Palermo,Italy,50.8658981323,7.1427397728,38.175999,13.091,1486.541628106779,353,2.8581770351334734
CGN,PRG,Cologne,Germany,Prague,Czech Republic,50.8658981323,7.1427397728,50.1008,14.26,510.49762720512047,122,1.6381220340064004
CGN,PSA,Cologne,Germany,Pisa,Italy,50.8658981323,7.1427397728,43.683899,10.3927,835.1754220310766,193,2.043969277538846
CGN,PUY,Cologne,Germany,Pula,Croatia,50.8658981323,7.1427397728,44.89350128173828,13.922200202941896,833.9115959982405,192,2.0423894949978005
CGN,RHO,Cologne,Germany,Rhodos,Greece,50.8658981323,7.1427397728,36.40539932250977,28.086200714111328,2314.0196413970807,604,3.8925245517463507
CGN,RJK,Cologne,Germany,Rijeka,Croatia,50.8658981323,7.1427397728,45.21689987182617,14.570300102233888,835.5117427148813,193,2.0443896783936015
CGN,RLG,Cologne,Germany,Laage,Germany,50.8658981323,7.1427397728,53.9182014465,12.2783002853,486.2198258157691,118,1.6077747822697113
CGN,SAW,Cologne,Germany,Istanbul,Turkey,50.8658981323,7.1427397728,40.898601532,29.3092002869,2030.3443296240853,533,3.5379304120301067
CGN,SJJ,Cologne,Germany,Sarajevo,Bosnia and Herzegovina,50.8658981323,7.1427397728,43.82460021972656,18.331499099731445,1148.2105127748916,278,2.4352631409686145
CGN,SKG,Cologne,Germany,Thessaloniki,Greece,50.8658981323,7.1427397728,40.51969909667969,22.97089958190918,1677.1687792767111,445,3.096460974095889
CGN,SPU,Cologne,Germany,Split,Croatia,50.8658981323,7.1427397728,43.53889846801758,16.29800033569336,1067.0878955546468,260,2.333859869443309
CGN,STN,Cologne,Germany,London,United Kingdom,50.8658981323,7.1427397728,51.8849983215,0.234999999404,492.4642154829361,119,1.61558026935367
CGN,SUF,Cologne,Germany,Lamezia,Italy,50.8658981323,7.1427397728,38.905399,16.2423,1508.216674209751,403,2.885270842762189
CGN,SZG,Cologne,Germany,Salzburg,Austria,50.8658981323,7.1427397728,47.7933006287,13.0043001175,544.8365426780226,129,1.6810456783475283
CGN,TXL,Cologne,Germany,Berlin,Germany,50.8658981323,7.1427397728,52.5597,13.2877,463.17545939967533,114,1.5789693242495941
CGN,VCE,Cologne,Germany,Venice,Italy,50.8658981323,7.1427397728,45.505299,12.3519,709.8355360890043,167,1.8872944201112554
CGN,VIE,Cologne,Germany,Vienna,Austria,50.8658981323,7.1427397728,48.110298156738,16.569700241089002,745.9889511619197,175,1.9324861889523994
CGN,VRN,Cologne,Germany,Villafranca,Italy,50.8658981323,7.1427397728,45.395699,10.8885,668.5539981351038,159,1.8356924976688798
CGN,WAW,Cologne,Germany,Warsaw,Poland,50.8658981323,7.1427397728,52.1656990051,20.9671001434,965.9289323157834,219,2.2074111653947295
CGN,XRY,Cologne,Germany,Jerez,Spain,50.8658981323,7.1427397728,36.74459838867188,-6.060110092163086,1887.942410653861,497,3.3599280133173264
CGN,ZAD,Cologne,Germany,Zadar,Croatia,50.8658981323,7.1427397728,44.108299,15.3467,970.7021400487888,220,2.213377675060986
CGN,ZAG,Cologne,Germany,Zagreb,Croatia,50.8658981323,7.1427397728,45.742900848400005,16.0687999725,870.9157536997376,200,2.0886446921246717
