Source airport,Destination airport
BOD,RNS
LIG,AVN
LIG,LYS
LYS,LIG
RNS,BOD
AMS,LHR
AMS,MAN
LHR,AMS
MUC,FRA
AGH,BMA
BMA,AGH
BMA,HAD
BMA,KLR
BMA,RNB
BMA,SDL
BMA,THN
BMA,VBY
BMA,VXO
GSE,VBY
HAD,BMA
KLR,BMA
MMX,VBY
RNB,BMA
SDL,BMA
THN,BMA
VBY,BMA
VBY,GSE
VBY,MMX
VXO,BMA
AYT,CGN
AYT,DUS
AYT,FRA
AYT,HAJ
AYT,HAM
AYT,LEJ
AYT,MUC
AYT,PAD
AYT,STR
AYT,SXF
CFU,FRA
CFU,HAM
CGN,AYT
CGN,PMI
CHQ,DUS
DLM,DUS
DLM,FRA
DLM,HAJ
DLM,HAM
DLM,MUC
DLM,STR
DLM,SXF
DUS,AYT
DUS,CFU
DUS,CHQ
DUS,DLM
DUS,FNC
DUS,HER
DUS,IBZ
DUS,KGS
DUS,PMI
DUS,RHO
DUS,XRY
FNC,DUS
FNC,FRA
FNC,HAM
FNC,LEJ
FNC,MUC
FNC,STR
FRA,AYT
FRA,CFU
FRA,CHQ
FRA,DBV
FRA,DLM
FRA,FNC
FRA,HER
FRA,IBZ
FRA,KGS
FRA,PMI
FRA,RHO
FRA,SPU
FRA,XRY
HAJ,AYT
HAJ,DLM
HAJ,HER
HAJ,KGS
HAJ,PMI
HAJ,RHO
HAM,AYT
HAM,CFU
HAM,DLM
HAM,FNC
HAM,HER
HAM,KGS
HAM,PMI
HAM,RHO
HAM,XRY
HER,DUS
HER,FRA
HER,HAJ
HER,HAM
HER,LEJ
HER,MUC
HER,STR
HER,SXF
IBZ,DUS
IBZ,FRA
IBZ,MAN
IBZ,MUC
KGS,DUS
KGS,FRA
KGS,HAJ
KGS,HAM
KGS,MUC
KGS,STR
KGS,SXF
LEJ,AYT
LEJ,CFU
LEJ,FNC
LEJ,HER
LEJ,PMI
LEJ,RHO
MAN,IBZ
MAN,PMI
MAN,ZTH
MUC,AYT
MUC,CFU
MUC,CHQ
MUC,DLM
MUC,FNC
MUC,HER
MUC,IBZ
MUC,KGS
MUC,PMI
MUC,RHO
MUC,XRY
PAD,AYT
PAD,PMI
PMI,CGN
PMI,DUS
PMI,FRA
PMI,HAJ
PMI,HAM
PMI,LEJ
PMI,MAN
PMI,MUC
PMI,PAD
PMI,STR
PMI,SXF
RHO,DUS
RHO,FRA
RHO,HAJ
RHO,HAM
RHO,LEJ
RHO,MUC
RHO,STR
RHO,SXF
SPU,FRA
STR,AYT
STR,DLM
STR,FNC
STR,HER
STR,KGS
STR,PMI
STR,RHO
STR,XRY
SXF,AYT
SXF,CFU
SXF,DLM
SXF,HER
SXF,KGS
SXF,PMI
SXF,RHO
SXF,XRY
XRY,DUS
XRY,FRA
XRY,HAM
XRY,MUC
XRY,STR
XRY,SXF
ZTH,MAN
BTS,PRG
CDG,LYS
CDG,TLS
HAM,AMS
KSC,BTS
MRS,CDG
AAL,BLL
AAL,SVG
BLL,AAL
BLL,EBJ
BLL,SVG
CPH,RNN
EBJ,BLL
MOL,SRP
OSL,SRP
RNN,CPH
SRP,MOL
SRP,OSL
SRP,SVG
SVG,AAL
SVG,BLL
SVG,SRP
AAL,AGP
AAL,ALC
AAL,CPH
AAL,LGW
AAL,PMI
AES,ALC
AES,LGW
AES,OSL
AGP,AAL
AGP,ARN
AGP,BGO
AGP,CGN
AGP,CPH
AGP,GOT
AGP,HAM
AGP,HEL
AGP,LGW
AGP,MUC
AGP,OSL
AGP,RYG
AGP,SVG
AGP,TRD
AGP,TRF
AGP,WAW
AJA,ARN
AJA,OSL
ALC,AAL
ALC,AES
ALC,ARN
ALC,BGO
ALC,BLL
ALC,CGN
ALC,CPH
ALC,EVE
ALC,GOT
ALC,HAM
ALC,HEL
ALC,KSD
ALC,LGW
ALC,MOL
ALC,MUC
ALC,OSL
ALC,OUL
ALC,RYG
ALC,SVG
ALC,TKU
ALC,TOS
ALC,TRD
ALC,TRF
ALC,UME
ALF,OSL
ALF,TOS
AMS,ARN
AMS,CPH
AMS,OSL
ARN,AGP
ARN,AJA
ARN,ALC
ARN,AMS
ARN,ATH
ARN,BCN
ARN,BEG
ARN,BGO
ARN,BUD
ARN,CHQ
ARN,CPH
ARN,CTA
ARN,DBV
ARN,EDI
ARN,FAO
ARN,FCO
ARN,GOT
ARN,HEL
ARN,KRK
ARN,KRN
ARN,LGW
ARN,LLA
ARN,MAN
ARN,MMX
ARN,MUC
ARN,NCE
ARN,OLB
ARN,ORY
ARN,OSL
ARN,PMI
ARN,PMO
ARN,PRG
ARN,PSA
ARN,RIX
ARN,SJJ
ARN,SPU
ARN,SXF
ARN,UME
ARN,VAA
ARN,VCE
ARN,VNO
ATH,ARN
ATH,CPH
ATH,HEL
ATH,OSL
AYT,BGO
AYT,OSL
AYT,TRD
AYT,TRF
BCN,ARN
BCN,BGO
BCN,CPH
BCN,GOT
BCN,HAM
BCN,HEL
BCN,LGW
BCN,OSL
BCN,SXF
BCN,TRF
BCN,WAW
BDU,OSL
BEG,ARN
BEG,OSL
BGO,AGP
BGO,ALC
BGO,ARN
BGO,AYT
BGO,BCN
BGO,CHQ
BGO,CPH
BGO,DBV
BGO,EDI
BGO,FCO
BGO,KRK
BGO,LGW
BGO,NCE
BGO,ORY
BGO,OSL
BGO,PMI
BGO,PRG
BGO,SVG
BGO,SXF
BGO,TRD
BGO,TRF
BIO,OSL
BLL,ALC
BLL,OSL
BOJ,CPH
BOJ,HEL
BOJ,OSL
BOO,OSL
BTS,OSL
BUD,ARN
BUD,CPH
BUD,HEL
BUD,LGW
BUD,OSL
CGN,AGP
CGN,ALC
CGN,OSL
CHQ,ARN
CHQ,BGO
CHQ,CPH
CHQ,HEL
CHQ,OSL
CPH,AAL
CPH,AGP
CPH,ALC
CPH,AMS
CPH,ARN
CPH,ATH
CPH,BCN
CPH,BGO
CPH,BOJ
CPH,BUD
CPH,CHQ
CPH,CTA
CPH,DUB
CPH,EDI
CPH,FAO
CPH,FCO
CPH,HEL
CPH,KRK
CPH,KRP
CPH,LGW
CPH,LIS
CPH,MAD
CPH,MLA
CPH,NCE
CPH,ORY
CPH,OSL
CPH,PMI
CPH,PRG
CPH,PSA
CPH,RIX
CPH,SPU
CPH,SXF
CPH,TRD
CPH,VCE
CPH,ZAG
CTA,ARN
CTA,CPH
CTA,LGW
DBV,ARN
DBV,BGO
DBV,HEL
DBV,LGW
DBV,OSL
DBV,TRD
DBV,TRF
DUB,CPH
DUB,HEL
DUB,OSL
EDI,ARN
EDI,BGO
EDI,CPH
EDI,OSL
EVE,ALC
EVE,OSL
EVE,TRD
FAO,ARN
FAO,CPH
FAO,LGW
FAO,OSL
FCO,ARN
FCO,BGO
FCO,CPH
FCO,GOT
FCO,HEL
FCO,LGW
FCO,OSL
GDN,OSL
GOT,AGP
GOT,ALC
GOT,ARN
GOT,BCN
GOT,FCO
GOT,LGW
GOT,NCE
GVA,OSL
HAM,AGP
HAM,ALC
HAM,BCN
HAM,OSL
HAU,OSL
HEL,AGP
HEL,ALC
HEL,ARN
HEL,ATH
HEL,BCN
HEL,BOJ
HEL,BUD
HEL,CHQ
HEL,CPH
HEL,DBV
HEL,DUB
HEL,FCO
HEL,LGW
HEL,NCE
HEL,ORY
HEL,OSL
HEL,OUL
HEL,PMI
HEL,PRG
HEL,RVN
HEL,SPU
IBZ,LGW
JTR,LGW
KBP,OSL
KKN,OSL
KRK,ARN
KRK,BGO
KRK,CPH
KRK,OSL
KRK,SVG
KRK,TRD
KRN,ARN
KRP,CPH
KRS,OSL
KSD,ALC
LGW,AAL
LGW,AES
LGW,AGP
LGW,ALC
LGW,ARN
LGW,BCN
LGW,BGO
LGW,BUD
LGW,CPH
LGW,CTA
LGW,DBV
LGW,FAO
LGW,FCO
LGW,GOT
LGW,HEL
LGW,IBZ
LGW,JTR
LGW,NCE
LGW,OSL
LGW,PMI
LGW,SPU
LGW,SVG
LGW,TOS
LGW,TRD
LGW,TRF
LIS,CPH
LIS,OSL
LLA,ARN
MAD,CPH
MAN,ARN
MAN,OSL
MAN,SVG
MJV,OSL
MLA,CPH
MLA,OSL
MMX,ARN
MOL,ALC
MOL,OSL
MUC,AGP
MUC,ALC
MUC,ARN
MUC,OSL
MXP,OSL
NCE,ARN
NCE,BGO
NCE,CPH
NCE,GOT
NCE,HEL
NCE,LGW
NCE,OSL
NCE,TRD
NCE,TRF
OLB,ARN
ORY,ARN
ORY,BGO
ORY,CPH
ORY,HEL
ORY,OSL
OSL,AES
OSL,AGP
OSL,AJA
OSL,ALC
OSL,ALF
OSL,AMS
OSL,ARN
OSL,ATH
OSL,AYT
OSL,BCN
OSL,BDU
OSL,BEG
OSL,BGO
OSL,BIO
OSL,BLL
OSL,BOJ
OSL,BOO
OSL,BTS
OSL,BUD
OSL,CGN
OSL,CHQ
OSL,CPH
OSL,DBV
OSL,DUB
OSL,EDI
OSL,EVE
OSL,FAO
OSL,FCO
OSL,GDN
OSL,GVA
OSL,HAM
OSL,HAU
OSL,HEL
OSL,KBP
OSL,KKN
OSL,KRK
OSL,KRS
OSL,LGW
OSL,LIS
OSL,MAN
OSL,MJV
OSL,MLA
OSL,MOL
OSL,MUC
OSL,MXP
OSL,NCE
OSL,ORY
OSL,PLQ
OSL,PMI
OSL,PRG
OSL,PSA
OSL,PUY
OSL,RIX
OSL,SPU
OSL,SVG
OSL,SXF
OSL,SZZ
OSL,TLL
OSL,TOS
OSL,TRD
OSL,VCE
OSL,VIE
OSL,VNO
OSL,WAW
OUL,ALC
OUL,HEL
PLQ,OSL
PMI,AAL
PMI,ARN
PMI,BGO
PMI,CPH
PMI,HEL
PMI,LGW
PMI,OSL
PMI,TRF
PMO,ARN
PRG,ARN
PRG,BGO
PRG,CPH
PRG,HEL
PRG,OSL
PSA,ARN
PSA,CPH
PSA,OSL
PUY,OSL
RIX,ARN
RIX,CPH
RIX,OSL
RIX,TRD
RVN,HEL
RYG,AGP
RYG,ALC
SJJ,ARN
SPU,ARN
SPU,CPH
SPU,HEL
SPU,LGW
SPU,OSL
SVG,AGP
SVG,ALC
SVG,BGO
SVG,KRK
SVG,LGW
SVG,MAN
SVG,OSL
SVG,SXF
SVG,WAW
SXF,ARN
SXF,BCN
SXF,BGO
SXF,CPH
SXF,OSL
SXF,SVG
SXF,TRD
SZZ,OSL
TKU,ALC
TLL,OSL
TOS,ALC
TOS,ALF
TOS,LGW
TOS,OSL
TOS,TRD
TRD,AGP
TRD,ALC
TRD,AYT
TRD,BGO
TRD,CPH
TRD,DBV
TRD,EVE
TRD,KRK
TRD,LGW
TRD,NCE
TRD,OSL
TRD,RIX
TRD,SXF
TRD,TOS
TRD,TRF
TRF,AGP
TRF,ALC
TRF,AYT
TRF,BCN
TRF,BGO
TRF,DBV
TRF,LGW
TRF,NCE
TRF,PMI
TRF,TRD
UME,ALC
UME,ARN
VAA,ARN
VCE,ARN
VCE,CPH
VCE,OSL
VIE,OSL
VNO,ARN
VNO,OSL
WAW,AGP
WAW,BCN
WAW,OSL
WAW,SVG
ZAG,CPH
MAD,BCN
ABZ,DUB
ADB,DUB
AGP,BHD
AGP,DUB
AGP,ORK
AGP,SNN
ALC,DUB
ALC,ORK
AMS,DUB
AMS,ORK
ARN,DUB
ATH,DUB
BCN,DUB
BCN,ORK
BHD,AGP
BHD,FAO
BHD,LGW
BHD,LHR
BHD,PMI
BHX,DUB
BHX,ORK
BHX,SNN
BIO,DUB
BLK,DUB
BLQ,DUB
BOD,DUB
BOH,DUB
BOJ,DUB
BRS,DUB
BRS,ORK
BRS,SNN
BRU,DUB
BRU,ORK
BUD,DUB
CDG,DUB
CDG,ORK
CFU,DUB
CPH,DUB
CTA,DUB
CWL,DUB
DBV,DUB
DUB,ABZ
DUB,ADB
DUB,AGP
DUB,ALC
DUB,AMS
DUB,ARN
DUB,ATH
DUB,BCN
DUB,BHX
DUB,BIO
DUB,BLK
DUB,BLQ
DUB,BOD
DUB,BOH
DUB,BOJ
DUB,BRS
DUB,BRU
DUB,BUD
DUB,CDG
DUB,CFU
DUB,CPH
DUB,CTA
DUB,CWL
DUB,DBV
DUB,DUS
DUB,EDI
DUB,FAO
DUB,FCO
DUB,FRA
DUB,GLA
DUB,GVA
DUB,HAJ
DUB,HAM
DUB,IBZ
DUB,IOM
DUB,JER
DUB,KIR
DUB,LGW
DUB,LHR
DUB,LIN
DUB,LIS
DUB,LYS
DUB,MAD
DUB,MAN
DUB,MRS
DUB,MUC
DUB,MXP
DUB,NAP
DUB,NCE
DUB,NCL
DUB,PGF
DUB,PMI
DUB,PRG
DUB,PUY
DUB,SCQ
DUB,SEN
DUB,STR
DUB,SXF
DUB,TLS
DUB,VCE
DUB,VIE
DUB,VRN
DUB,WAW
DUB,ZRH
DUS,DUB
EDI,DUB
EDI,ORK
EDI,SNN
FAO,BHD
FAO,DUB
FAO,ORK
FAO,SNN
FCO,DUB
FRA,DUB
GLA,DUB
GLA,ORK
GVA,DUB
HAJ,DUB
HAM,DUB
IBZ,DUB
IOM,DUB
JER,DUB
JER,ORK
KIR,DUB
LGW,BHD
LGW,DUB
LGW,NOC
LHR,BHD
LHR,DUB
LHR,ORK
LHR,SNN
LIN,DUB
LIS,DUB
LIS,ORK
LYS,DUB
MAD,DUB
MAN,DUB
MAN,ORK
MAN,SNN
MRS,DUB
MUC,DUB
MUC,ORK
MXP,DUB
NAP,DUB
NCE,DUB
NCE,ORK
NCL,DUB
NCL,ORK
NOC,LGW
ORK,AGP
ORK,ALC
ORK,AMS
ORK,BCN
ORK,BHX
ORK,BRS
ORK,BRU
ORK,CDG
ORK,EDI
ORK,FAO
ORK,GLA
ORK,JER
ORK,LHR
ORK,LIS
ORK,MAN
ORK,MUC
ORK,NCE
ORK,NCL
ORK,PMI
PGF,DUB
PMI,BHD
PMI,DUB
PMI,ORK
PRG,DUB
PUY,DUB
SCQ,DUB
SEN,DUB
SNN,AGP
SNN,BHX
SNN,BRS
SNN,EDI
SNN,FAO
SNN,LHR
SNN,MAN
STR,DUB
SXF,DUB
TLS,DUB
VCE,DUB
VIE,DUB
VRN,DUB
WAW,DUB
ZRH,DUB
DOK,SKG
SKG,DOK
BRI,MUC
FLR,MUC
FRA,LIN
FRA,VRN
LIN,FRA
MUC,BRI
MUC,FLR
MUC,VCE
MUC,VRN
VCE,MUC
VRN,FRA
VRN,MUC
AMS,FRA
ARN,CPH
ARN,FRA
ARN,HEL
ARN,OSL
BCN,FRA
BRU,CDG
BRU,FRA
BUD,FRA
CDG,BRU
CPH,ARN
CPH,FRA
DUS,FRA
FCO,MXP
FRA,AMS
FRA,ARN
FRA,BCN
FRA,BRU
FRA,BUD
FRA,CPH
FRA,DUS
FRA,GOT
FRA,GVA
FRA,HEL
FRA,LIS
FRA,LYS
FRA,MAD
FRA,MRS
FRA,MUC
FRA,MXP
FRA,OSL
FRA,OTP
FRA,PRG
FRA,TLS
FRA,TXL
FRA,VIE
FRA,WAW
FRA,ZRH
GOT,FRA
GVA,FRA
HEL,ARN
HEL,FRA
LIS,FRA
LYS,FRA
MAD,FRA
MRS,FRA
MUC,FRA
MXP,FCO
MXP,FRA
OSL,ARN
OSL,FRA
OTP,FRA
PRG,FRA
SOF,FRA
TLS,FRA
TXL,FRA
VIE,FRA
WAW,FRA
ZRH,FRA
HAM,AMS
AMS,BEG
AMS,LIS
AMS,OPO
ARN,BEG
BEG,AMS
BEG,ARN
BEG,FRA
BEG,LHR
BUD,FCO
CDG,TLS
FCO,BUD
FCO,MLA
FCO,OTP
FCO,ZRH
FRA,BEG
LIS,AGP
LIS,AMS
LIS,PXO
MRS,CDG
OPO,AMS
OTP,FCO
PXO,LIS
ZRH,FCO
AMS,LEJ
BEG,GVA
BOD,GVA
BZO,FCO
CDG,LEJ
CTA,LMP
FCO,BZO
FCO,GVA
FLR,GVA
FLR,ZRH
GVA,BEG
GVA,BOD
GVA,FCO
GVA,FLR
GVA,LUG
GVA,STR
GVA,TLS
GVA,VLC
GVA,ZRH
LEJ,AMS
LEJ,CDG
LEJ,ZRH
LMP,CTA
LMP,PMO
LUG,GVA
PMO,LMP
PMO,PNL
PNL,PMO
PNL,TPS
STR,GVA
TLS,GVA
TPS,PNL
TRN,ZRH
VLC,GVA
ZRH,FLR
ZRH,GVA
ZRH,LEJ
ZRH,TRN
AGP,SOF
AMS,SOF
ATH,SOF
BCN,SOF
BOJ,SOF
BOJ,VAR
BRU,SOF
CDG,SOF
FCO,SOF
FRA,SOF
LHR,SOF
MAD,SOF
MXP,SOF
OTP,SOF
PMI,SOF
PRG,SOF
SOF,AGP
SOF,AMS
SOF,ATH
SOF,BCN
SOF,BOJ
SOF,BRU
SOF,CDG
SOF,FCO
SOF,FRA
SOF,LHR
SOF,MAD
SOF,MXP
SOF,OTP
SOF,PMI
SOF,PRG
SOF,TXL
SOF,VAR
SOF,VIE
SOF,WAW
SOF,ZRH
TXL,SOF
VAR,BOJ
VAR,SOF
VIE,SOF
WAW,SOF
ZRH,SOF
BGO,SVG
BGO,TRD
AAR,AGP
AAR,PMI
AAR,STN
AGP,AAR
AGP,BCN
AGP,BGY
AGP,BHX
AGP,BLL
AGP,BLQ
AGP,BOH
AGP,BRE
AGP,BRS
AGP,BRU
AGP,BTS
AGP,BVA
AGP,CGN
AGP,CIA
AGP,CRL
AGP,DTM
AGP,DUB
AGP,EDI
AGP,EIN
AGP,EMA
AGP,FKB
AGP,FMM
AGP,FMO
AGP,GSE
AGP,HAU
AGP,HHN
AGP,IBZ
AGP,KRK
AGP,LBA
AGP,LPL
AGP,MAN
AGP,MMX
AGP,MRS
AGP,NOC
AGP,NRN
AGP,NUE
AGP,NYO
AGP,ORK
AGP,PIK
AGP,PMI
AGP,RYG
AGP,SCQ
AGP,SDR
AGP,SNN
AGP,STN
AGP,TMP
AGP,TRF
AGP,TSF
AGP,VST
AGP,WRO
AHO,AOI
AHO,BGY
AHO,BLL
AHO,BLQ
AHO,BTS
AHO,BVA
AHO,CIA
AHO,CRL
AHO,CUF
AHO,DTM
AHO,DUB
AHO,EIN
AHO,FMM
AHO,GRO
AHO,GSE
AHO,HHN
AHO,LTN
AHO,MAD
AHO,NRN
AHO,NYO
AHO,PMF
AHO,PSA
AHO,STN
AHO,TRF
AHO,TRS
AHO,TSF
ALC,BGY
ALC,BHX
ALC,BLL
ALC,BLQ
ALC,BOH
ALC,BRE
ALC,BRS
ALC,BRU
ALC,BVA
ALC,CRL
ALC,DUB
ALC,EDI
ALC,EIN
ALC,EMA
ALC,FKB
ALC,FMM
ALC,GSE
ALC,HAU
ALC,HHN
ALC,KIR
ALC,KRK
ALC,KTW
ALC,KUN
ALC,LBA
ALC,LPL
ALC,MAN
ALC,MST
ALC,NOC
ALC,NRN
ALC,NUE
ALC,NYO
ALC,PIK
ALC,RYG
ALC,SCQ
ALC,SNN
ALC,STN
ALC,TMP
ALC,TRF
ALC,VST
ALC,VXO
ALC,WMI
ALC,WRO
AOI,AHO
AOI,CRL
AOI,NRN
AOI,STN
AOI,TPS
ATH,BGY
ATH,CHQ
ATH,RHO
ATH,SKG
ATH,STN
BCN,AGP
BCN,BGY
BCN,BHX
BCN,BLQ
BCN,BRU
BCN,BUD
BCN,BVA
BCN,CIA
BCN,CRL
BCN,DUB
BCN,EDI
BCN,EMA
BCN,FCO
BCN,IBZ
BCN,LPL
BCN,MAH
BCN,MAN
BCN,NYO
BCN,OPO
BCN,PIK
BCN,PMI
BCN,RYG
BCN,SCQ
BCN,SDR
BCN,STN
BCN,SVQ
BCN,TRN
BCN,TSF
BCN,VLL
BCN,VNO
BCN,WMI
BCN,XRY
BDS,BGY
BDS,BLQ
BDS,BVA
BDS,CIA
BDS,CRL
BDS,EIN
BDS,GRO
BDS,PSA
BDS,STN
BDS,TRN
BDS,TSF
BES,MRS
BGY,AGP
BGY,AHO
BGY,ALC
BGY,ATH
BGY,BCN
BGY,BDS
BGY,BLL
BGY,BRE
BGY,BRI
BGY,BRS
BGY,BTS
BGY,BUD
BGY,BVA
BGY,CAG
BGY,CHQ
BGY,CRL
BGY,CTA
BGY,DUB
BGY,EIN
BGY,EMA
BGY,GRO
BGY,GSE
BGY,HHN
BGY,IBZ
BGY,KGS
BGY,KRK
BGY,LBA
BGY,LBC
BGY,LDE
BGY,LPP
BGY,MAD
BGY,MAN
BGY,MLA
BGY,NRN
BGY,NYO
BGY,OPO
BGY,PMI
BGY,PMO
BGY,PSR
BGY,RHO
BGY,RIX
BGY,RYG
BGY,SCQ
BGY,SDR
BGY,SKG
BGY,STN
BGY,SUF
BGY,SVQ
BGY,SXF
BGY,TLL
BGY,TMP
BGY,TPS
BGY,VLC
BGY,VNO
BGY,WMI
BGY,WRO
BHX,AGP
BHX,ALC
BHX,BCN
BHX,BTS
BHX,BZG
BHX,DUB
BHX,FAO
BHX,GDN
BHX,IBZ
BHX,KRK
BHX,KTW
BHX,KUN
BHX,LDY
BHX,MJV
BHX,MLA
BHX,PMI
BIQ,CRL
BIQ,DUB
BIQ,NYO
BIQ,STN
BLL,AGP
BLL,AHO
BLL,ALC
BLL,BGY
BLL,BUD
BLL,CCF
BLL,CFU
BLL,CHQ
BLL,CIA
BLL,FAO
BLL,GRO
BLL,MLA
BLL,PMI
BLL,PSA
BLL,STN
BLL,TSF
BLL,ZAD
BLQ,AGP
BLQ,AHO
BLQ,ALC
BLQ,BCN
BLQ,BDS
BLQ,BOD
BLQ,BRI
BLQ,BRS
BLQ,BVA
BLQ,CRL
BLQ,CTA
BLQ,DUB
BLQ,EDI
BLQ,IBZ
BLQ,KRK
BLQ,MAD
BLQ,MAN
BLQ,MLA
BLQ,NRN
BLQ,OPO
BLQ,PMI
BLQ,PMO
BLQ,RYG
BLQ,STN
BLQ,SUF
BLQ,SVQ
BLQ,TPS
BLQ,VLC
BLQ,WMI
BLQ,WRO
BOD,BLQ
BOD,CIA
BOD,CRL
BOD,EDI
BOD,MRS
BOD,OPO
BOD,STN
BOD,SVQ
BOH,AGP
BOH,ALC
BOH,CCF
BOH,CHQ
BOH,FAO
BOH,GRO
BOH,IBZ
BOH,MJV
BOH,MLA
BOH,PMI
BOH,PSA
BOH,RHO
BRE,AGP
BRE,ALC
BRE,BGY
BRE,BZR
BRE,CFU
BRE,CHQ
BRE,DUB
BRE,EDI
BRE,FAO
BRE,GRO
BRE,HAU
BRE,MAN
BRE,NYO
BRE,OPO
BRE,PMI
BRE,RIX
BRE,SKG
BRE,STN
BRE,TLL
BRE,TMP
BRE,TSF
BRE,VNO
BRI,BGY
BRI,BLQ
BRI,BVA
BRI,CAG
BRI,CIA
BRI,CRL
BRI,DUB
BRI,FKB
BRI,GOA
BRI,HHN
BRI,MLA
BRI,MST
BRI,NRN
BRI,PSA
BRI,STN
BRI,SVQ
BRI,TRN
BRI,TRS
BRI,TSF
BRI,VLC
BRQ,STN
BRS,AGP
BRS,ALC
BRS,BGY
BRS,BLQ
BRS,BUD
BRS,BZR
BRS,CHQ
BRS,DUB
BRS,EGC
BRS,FAO
BRS,GDN
BRS,GRO
BRS,IBZ
BRS,KUN
BRS,LIG
BRS,MLA
BRS,NOC
BRS,PMI
BRS,POZ
BRS,RZE
BRS,TSF
BRS,VLC
BRS,WMI
BRS,WRO
BRU,AGP
BRU,ALC
BRU,BCN
BRU,FCO
BRU,LIS
BRU,OPO
BRU,PMI
BRU,TSF
BRU,VLC
BSL,DUB
BSL,STN
BTS,AGP
BTS,AHO
BTS,BGY
BTS,BHX
BTS,BVA
BTS,CIA
BTS,CRL
BTS,DUB
BTS,EDI
BTS,GRO
BTS,LPL
BTS,LTN
BTS,PMI
BTS,STN
BTS,TPS
BUD,BCN
BUD,BGY
BUD,BLL
BUD,BRS
BUD,BVA
BUD,CIA
BUD,CRL
BUD,DUB
BUD,MAD
BUD,MAN
BUD,PSA
BUD,STN
BUD,TMP
BUD,TSF
BVA,AGP
BVA,AHO
BVA,ALC
BVA,BCN
BVA,BDS
BVA,BGY
BVA,BLQ
BVA,BRI
BVA,BTS
BVA,BUD
BVA,BZR
BVA,CAG
BVA,CIA
BVA,DUB
BVA,FAO
BVA,GRO
BVA,GSE
BVA,KRK
BVA,LIS
BVA,MAD
BVA,MAN
BVA,NYO
BVA,OPO
BVA,PMI
BVA,PSA
BVA,PSR
BVA,PUY
BVA,RYG
BVA,SNN
BVA,SVQ
BVA,TPS
BVA,TRS
BVA,TSF
BVA,VLC
BVA,VNO
BVA,WMI
BVA,ZAD
BVE,STN
BZG,BHX
BZG,DUB
BZG,STN
BZR,BRE
BZR,BRS
BZR,BVA
BZR,EDI
BZR,LTN
BZR,MAN
BZR,NRN
BZR,NYO
BZR,RYG
CAG,BGY
CAG,BRI
CAG,BVA
CAG,CIA
CAG,CRL
CAG,CUF
CAG,FKB
CAG,GOA
CAG,GRO
CAG,HHN
CAG,KRK
CAG,KUN
CAG,MAD
CAG,MRS
CAG,NRN
CAG,PEG
CAG,PMF
CAG,PSA
CAG,PSR
CAG,TPS
CAG,TSF
CCF,BLL
CCF,BOH
CCF,CRL
CCF,DUB
CCF,EIN
CCF,EMA
CCF,LPL
CCF,OPO
CCF,PIK
CCF,STN
CFE,OPO
CFU,BLL
CFU,BRE
CFU,CIA
CFU,CRL
CFU,EDI
CFU,EIN
CFU,EMA
CFU,LBA
CFU,MAN
CFU,NRN
CFU,PIK
CFU,RYG
CFU,STN
CGN,AGP
CGN,FAO
CGN,GRO
CGN,PMI
CHQ,ATH
CHQ,BGY
CHQ,BLL
CHQ,BOH
CHQ,BRE
CHQ,BRS
CHQ,CIA
CHQ,CRL
CHQ,DUB
CHQ,EIN
CHQ,EMA
CHQ,FMM
CHQ,HHN
CHQ,KTW
CHQ,LBA
CHQ,MRS
CHQ,NRN
CHQ,NYO
CHQ,RYG
CHQ,SKG
CHQ,STN
CHQ,TSF
CHQ,VNO
CHQ,WMI
CHQ,WRO
CIA,AGP
CIA,AHO
CIA,BCN
CIA,BDS
CIA,BLL
CIA,BOD
CIA,BRI
CIA,BTS
CIA,BUD
CIA,BVA
CIA,CAG
CIA,CFU
CIA,CHQ
CIA,CIY
CIA,CRL
CIA,DUB
CIA,EDI
CIA,EIN
CIA,EMA
CIA,FKB
CIA,FMM
CIA,GSE
CIA,HHN
CIA,IBZ
CIA,KRK
CIA,MAD
CIA,MAN
CIA,MRS
CIA,NRN
CIA,NYO
CIA,OPO
CIA,PIK
CIA,PMI
CIA,POZ
CIA,RYG
CIA,SDR
CIA,SKG
CIA,STN
CIA,SVQ
CIA,TPS
CIA,VLC
CIA,VNO
CIA,WMI
CIA,WRO
CIY,CIA
CIY,CRL
CIY,DUB
CIY,HHN
CIY,KUN
CIY,PSA
CIY,STN
CRL,AGP
CRL,AHO
CRL,ALC
CRL,AOI
CRL,BCN
CRL,BDS
CRL,BGY
CRL,BIQ
CRL,BLQ
CRL,BOD
CRL,BRI
CRL,BTS
CRL,BUD
CRL,CAG
CRL,CCF
CRL,CFU
CRL,CHQ
CRL,CIA
CRL,CIY
CRL,DUB
CRL,EDI
CRL,EGC
CRL,FAO
CRL,FNI
CRL,FSC
CRL,GOA
CRL,GRO
CRL,IBZ
CRL,KRK
CRL,LEI
CRL,LRH
CRL,MAD
CRL,MAN
CRL,MPL
CRL,MRS
CRL,NYO
CRL,OPO
CRL,PEG
CRL,PGF
CRL,PMI
CRL,PSA
CRL,PSR
CRL,PUY
CRL,RDZ
CRL,RHO
CRL,RYG
CRL,SDR
CRL,SKG
CRL,SUF
CRL,SVQ
CRL,TGD
CRL,TPS
CRL,TRN
CRL,TRS
CRL,TSF
CRL,VLC
CRL,VNO
CRL,VOL
CRL,WMI
CRL,ZAD
CRL,ZTH
CTA,BGY
CTA,BLQ
CTA,EIN
