Source airport,Destination airport
AMS,TRN
AMS,VCE
AMS,VLC
AMS,VRN
AMS,ZTH
ATH,AMS
ATH,EIN
AYT,AMS
AYT,EIN
AYT,GRQ
AYT,RTM
BCN,AMS
BCN,EIN
BCN,RTM
BJV,ADB
BJV,AMS
BJV,EIN
BJV,RTM
BLQ,EIN
BRI,AMS
BUD,RTM
CFU,AMS
CFU,EFL
CHQ,AMS
CHQ,ZTH
CPH,EIN
CTA,AMS
DLM,AMS
DLM,RTM
EFL,AMS
EGC,RTM
EIN,AGP
EIN,ALC
EIN,ATH
EIN,AYT
EIN,BCN
EIN,BJV
EIN,BLQ
EIN,CPH
EIN,DLM
EIN,FAO
EIN,GRQ
EIN,IBZ
EIN,INN
EIN,LIS
EIN,MAD
EIN,NAP
EIN,NCE
EIN,PMI
EIN,RTM
EIN,SAW
EIN,TXL
EIN,VCE
EIN,VLC
FAO,AMS
FAO,EIN
FAO,GRQ
FAO,RTM
FCO,RTM
FNC,AMS
GRO,AMS
GRO,RTM
GRQ,FAO
GRQ,MST
GRQ,PMI
HER,AMS
HER,GRQ
HER,RTM
IBZ,AMS
IBZ,EIN
IBZ,RTM
INN,AMS
INN,EIN
JKH,MJT
JMK,JTR
JTR,AMS
JTR,VOL
KGS,AMS
KIT,KLX
KLX,AMS
LEI,AMS
LIS,AMS
LIS,EIN
MAD,EIN
MAD,RTM
MJT,AMS
MLA,AMS
MPL,RTM
MST,AYT
MST,HER
NAP,AMS
NAP,EIN
NCE,AMS
NCE,EIN
NCE,RTM
OLB,AMS
OPO,AMS
PMI,AMS
PMI,EIN
PMI,GRQ
PMI,RTM
PMO,CTA
PRG,RTM
PSA,AMS
PVK,AMS
RHO,AMS
RHO,EIN
RTM,AGP
RTM,ALC
RTM,AYT
RTM,BCN
RTM,BJV
RTM,BUD
RTM,EGC
RTM,EIN
RTM,FAO
RTM,FCO
RTM,GRO
RTM,HER
RTM,IBZ
RTM,MAD
RTM,MPL
RTM,NCE
RTM,PMI
RTM,PRG
RTM,RHO
RTM,SAW
RTM,SPU
RTM,TLN
RTM,VIE
RTM,VLC
SAW,AMS
SAW,EIN
SAW,RTM
SKG,AMS
SMI,RHO
SPU,RTM
SUF,CTA
SVQ,AMS
SVQ,LEI
TLN,RTM
TRN,AMS
TXL,EIN
VCE,AMS
VCE,EIN
VIE,RTM
VLC,AMS
VLC,EIN
VLC,RTM
VOL,AMS
VRN,AMS
ZTH,AMS
LIN,NAP
NAP,LIN
AAL,BCN
ABZ,LHR
AGP,AMS
AGP,BCN
AGP,BIO
AGP,BRU
AGP,CPH
AGP,CWL
AGP,FCO
AGP,HAJ
AGP,HAM
AGP,LCY
AGP,LGW
AGP,LYS
AGP,MAD
AGP,MLN
AGP,MUC
AGP,NTE
AGP,ORY
AGP,OVD
AGP,PMI
AGP,SCQ
AGP,TLS
AGP,VLC
ALC,AMS
ALC,BCN
ALC,BIO
ALC,BRU
ALC,CPH
ALC,CWL
ALC,FCO
ALC,IBZ
ALC,LGW
ALC,MAD
ALC,ORY
ALC,PMI
AMS,AGP
AMS,ALC
AMS,BCN
AMS,BIO
AMS,IBZ
AMS,PMI
AMS,SVQ
AMS,VLC
ARN,BCN
ARN,LHR
ARN,MAD
ATH,BCN
BCN,AAL
BCN,AGP
BCN,ALC
BCN,AMS
BCN,ARN
BCN,ATH
BCN,BES
BCN,BGO
BCN,BIO
BCN,BLQ
BCN,BOD
BCN,BRI
BCN,BRU
BCN,CDG
BCN,CPH
BCN,CTA
BCN,CWL
BCN,DBV
BCN,DRS
BCN,DTM
BCN,DUS
BCN,EAS
BCN,EDI
BCN,FCO
BCN,FLR
BCN,FRA
BCN,GOA
BCN,GOT
BCN,GRX
BCN,HAJ
BCN,HAM
BCN,HEL
BCN,IBZ
BCN,IEV
BCN,KBP
BCN,LCG
BCN,LEI
BCN,LEJ
BCN,LEN
BCN,LGW
BCN,LHR
BCN,LIL
BCN,LIS
BCN,LUX
BCN,LYS
BCN,MAD
BCN,MAH
BCN,MLA
BCN,MRS
BCN,MUC
BCN,MXP
BCN,NAP
BCN,NCE
BCN,NTE
BCN,NUE
BCN,OPO
BCN,ORY
BCN,OSL
BCN,OTP
BCN,OVD
BCN,PMI
BCN,PMO
BCN,PRG
BCN,PSA
BCN,RGS
BCN,RNS
BCN,SCQ
BCN,SDR
BCN,SLM
BCN,STR
BCN,SVG
BCN,SVQ
BCN,TLS
BCN,TRN
BCN,TXL
BCN,VCE
BCN,VGO
BCN,VIE
BCN,VLL
BCN,WAW
BCN,XRY
BCN,ZAG
BCN,ZRH
BES,BCN
BGO,BCN
BHD,LHR
BIO,AGP
BIO,ALC
BIO,AMS
BIO,BCN
BIO,IBZ
BIO,LCG
BIO,LHR
BIO,MAD
BIO,MXP
BIO,ORY
BIO,PMI
BIO,SCQ
BIO,SVQ
BIO,TXL
BIO,VGO
BIO,VLC
BLQ,BCN
BLQ,MAD
BLQ,ORY
BOD,BCN
BOD,MAD
BOD,PMI
BRI,BCN
BRI,FLR
BRU,AGP
BRU,ALC
BRU,BCN
BRU,FCO
BRU,IBZ
BRU,LIS
BRU,MAD
BRU,OPO
BRU,PMI
BRU,SCQ
BRU,VCE
BRU,VLC
BUD,LHR
CAG,FLR
CDG,BCN
CDG,OVD
CDG,SCQ
CPH,AGP
CPH,ALC
CPH,BCN
CPH,FLR
CPH,MAD
CTA,BCN
CTA,FCO
CTA,FLR
CWL,AGP
CWL,ALC
CWL,BCN
DBV,BCN
DRS,BCN
DTM,BCN
DUB,MAD
DUS,BCN
DUS,MAD
EAS,BCN
EAS,MAD
EDI,BCN
EDI,LHR
FCO,AGP
FCO,ALC
FCO,BCN
FCO,BRU
FCO,CTA
FCO,MAD
FCO,NTE
FCO,ORY
FCO,PRG
FCO,VLC
FLR,BCN
FLR,BRI
FLR,CAG
FLR,CPH
FLR,CTA
FLR,LGW
FLR,MAD
FLR,ORY
FLR,PMO
FLR,TXL
FRA,BCN
FRA,MAD
GLA,LHR
GOA,BCN
GOT,BCN
GOT,LHR
GRX,BCN
GRX,LCY
GRX,MAD
GRX,MLN
GRX,PMI
GVA,MAD
HAJ,AGP
HAJ,BCN
HAM,AGP
HAM,BCN
HEL,BCN
HEL,MAD
IBZ,ALC
IBZ,AMS
IBZ,BCN
IBZ,BIO
IBZ,BRU
IBZ,LCY
IBZ,LHR
IBZ,MAD
IBZ,ORY
IBZ,PMI
IBZ,VLC
IEV,BCN
ILD,PMI
KBP,BCN
KBP,MAD
LBA,LHR
LCG,BCN
LCG,BIO
LCG,LHR
LCG,MAD
LCG,SVQ
LCY,AGP
LCY,GRX
LCY,IBZ
LCY,MAD
LCY,PMI
LDE,MAD
LEI,BCN
LEI,MAD
LEI,MLN
LEJ,BCN
LEN,BCN
LGW,AGP
LGW,ALC
LGW,BCN
LGW,FLR
LHR,ABZ
LHR,ARN
LHR,BCN
LHR,BHD
LHR,BIO
LHR,BUD
LHR,EDI
LHR,GLA
LHR,GOT
LHR,IBZ
LHR,LBA
LHR,LCG
LHR,MAD
LHR,MAN
LHR,NCL
LHR,ORY
LHR,OSL
LHR,PMI
LHR,WAW
LIL,BCN
LIN,MAD
LIS,BCN
LIS,BRU
LIS,MAD
LIS,ORY
LUX,BCN
LYS,AGP
LYS,BCN
LYS,MAD
LYS,PMI
LYS,SVQ
MAD,AGP
MAD,ALC
MAD,ARN
MAD,BCN
MAD,BIO
MAD,BLQ
MAD,BOD
MAD,BRU
MAD,CPH
MAD,DUB
MAD,DUS
MAD,EAS
MAD,FCO
MAD,FLR
MAD,FRA
MAD,GRX
MAD,GVA
MAD,HEL
MAD,IBZ
MAD,KBP
MAD,LCG
MAD,LCY
MAD,LDE
MAD,LEI
MAD,LHR
MAD,LIN
MAD,LIS
MAD,LYS
MAD,MAH
MAD,MJV
MAD,MLN
MAD,MRS
MAD,MUC
MAD,MXP
MAD,NCE
MAD,NTE
MAD,OPO
MAD,ORY
MAD,OVD
MAD,PMI
MAD,PNA
MAD,PRG
MAD,RJL
MAD,SCQ
MAD,SDR
MAD,SOF
MAD,SVQ
MAD,SXB
MAD,TLS
MAD,TRN
MAD,TXL
MAD,VCE
MAD,VGO
MAD,VIE
MAD,VLC
MAD,XRY
MAD,ZRH
MAH,BCN
MAH,MAD
MAH,PMI
MAH,VLC
MAN,LHR
MJV,MAD
MLA,BCN
MLN,AGP
MLN,GRX
MLN,LEI
MLN,MAD
MRS,BCN
MRS,MAD
MRS,PMI
MUC,AGP
MUC,BCN
MUC,MAD
MXP,BCN
MXP,BIO
MXP,MAD
NAP,BCN
NCE,BCN
NCE,MAD
NCL,LHR
NTE,AGP
NTE,BCN
NTE,FCO
NTE,MAD
NTE,SVQ
NUE,BCN
OPO,BCN
OPO,BRU
OPO,MAD
OPO,ORY
ORY,AGP
ORY,ALC
ORY,BCN
ORY,BIO
ORY,BLQ
ORY,FCO
ORY,FLR
ORY,IBZ
ORY,LHR
ORY,LIS
ORY,MAD
ORY,OPO
ORY,PMI
ORY,SVQ
ORY,VLC
OSL,BCN
OSL,LHR
OTP,BCN
OVD,AGP
OVD,BCN
OVD,CDG
OVD,MAD
OVD,PMI
OVD,SVQ
OVD,VLC
PMI,AGP
PMI,ALC
PMI,AMS
PMI,BCN
PMI,BIO
PMI,BOD
PMI,BRU
PMI,GRX
PMI,IBZ
PMI,ILD
PMI,LCY
PMI,LHR
PMI,LYS
PMI,MAD
PMI,MAH
PMI,MRS
PMI,ORY
PMI,OVD
PMI,SCQ
PMI,SVQ
PMI,TLS
PMI,VLC
PMO,BCN
PMO,FLR
PNA,MAD
PRG,BCN
PRG,FCO
PRG,MAD
PSA,BCN
RGS,BCN
RJL,MAD
RNS,BCN
SCQ,AGP
SCQ,BCN
SCQ,BIO
SCQ,BRU
SCQ,CDG
SCQ,MAD
SCQ,PMI
SDR,BCN
SDR,MAD
SLM,BCN
SOF,MAD
STR,BCN
SVG,BCN
SVQ,AMS
SVQ,BCN
SVQ,BIO
SVQ,LCG
SVQ,LYS
SVQ,MAD
SVQ,NTE
SVQ,ORY
SVQ,OVD
SVQ,PMI
SVQ,TLS
SVQ,VLC
SXB,MAD
TLS,AGP
TLS,BCN
TLS,MAD
TLS,PMI
TLS,SVQ
TRN,BCN
TRN,MAD
TXL,BCN
TXL,BIO
TXL,FLR
TXL,MAD
VCE,BCN
VCE,BRU
VCE,MAD
VGO,BCN
VGO,BIO
VGO,MAD
VIE,BCN
VIE,MAD
VLC,AGP
VLC,AMS
VLC,BIO
VLC,BRU
VLC,FCO
VLC,IBZ
VLC,MAD
VLC,MAH
VLC,ORY
VLC,OVD
VLC,PMI
VLC,SVQ
VLL,BCN
WAW,BCN
WAW,LHR
XRY,BCN
XRY,MAD
ZAG,BCN
ZRH,BCN
ZRH,MAD
BDS,MUC
BDS,ZRH
BGY,OMO
BLQ,CAG
BLQ,CTA
BLQ,KIV
BLQ,OLB
BRI,TXL
BSL,CTA
CAG,BLQ
CAG,DUS
CAG,MUC
CAG,NAP
CAG,TRN
CAG,VRN
CDG,OLB
CDG,PMO
CGN,OLB
CTA,BLQ
CTA,BSL
CTA,DUS
CTA,FCO
CTA,FRA
CTA,LIN
CTA,MLA
CTA,MUC
CTA,NAP
CTA,STR
CTA,TRN
CTA,TXL
CTA,VRN
CTA,ZRH
DUS,CAG
DUS,CTA
DUS,FCO
DUS,FLR
DUS,MXP
DUS,NAP
DUS,OLB
DUS,VCE
FCO,CTA
FCO,DUS
FCO,MLA
FCO,MXP
FCO,OLB
FCO,TXL
FCO,VIE
FLR,DUS
FLR,STR
FLR,VIE
FRA,CTA
HAM,OLB
KBP,NAP
KIV,BLQ
KIV,MXP
KIV,VRN
LGW,NAP
LGW,OLB
LIN,CTA
LIN,MLA
LIN,NAP
LIN,OLB
MLA,CTA
MLA,FCO
MLA,LIN
MUC,BDS
MUC,CAG
MUC,CTA
MUC,NAP
MUC,OLB
MXP,DUS
MXP,FCO
MXP,KIV
MXP,TIA
MXP,TXL
MXP,VIE
NAP,CAG
NAP,CTA
NAP,DUS
NAP,KBP
NAP,LGW
NAP,LIN
NAP,MUC
NAP,OLB
NAP,STR
NAP,TRN
NAP,TXL
NAP,VCE
NAP,VRN
NAP,ZRH
NUE,OLB
OLB,BLQ
OLB,CDG
OLB,CGN
OLB,DUS
OLB,FCO
OLB,HAM
OLB,LGW
OLB,LIN
OLB,MUC
OLB,NAP
OLB,NUE
OLB,STR
OLB,TRN
OLB,TXL
OLB,VIE
OLB,VRN
OLB,ZRH
OMO,BGY
PMO,CDG
STR,CTA
STR,FLR
STR,NAP
STR,OLB
STR,VCE
SUF,ZRH
TIA,MXP
TIA,VRN
TRN,CAG
TRN,CTA
TRN,NAP
TRN,OLB
TXL,BRI
TXL,CTA
TXL,FCO
TXL,MXP
TXL,NAP
TXL,OLB
TXL,VCE
VCE,DUS
VCE,NAP
VCE,STR
VCE,TXL
VIE,FCO
VIE,FLR
VIE,MXP
VIE,OLB
VRN,CAG
VRN,CTA
VRN,KIV
VRN,NAP
VRN,OLB
VRN,TIA
ZRH,BDS
ZRH,CTA
ZRH,NAP
ZRH,OLB
ZRH,SUF
EXT,ISC
EXT,NQY
ISC,EXT
ISC,LEQ
ISC,NQY
LEQ,ISC
NQY,EXT
NQY,ISC
BEG,SJJ
BNX,SJJ
BNX,ZRH
CPH,SJJ
SJJ,BEG
SJJ,BNX
SJJ,CPH
ZRH,BNX
CDG,LYS
CDG,TLS
AHO,FCO
BLQ,TIA
FCO,AHO
MXP,TIA
TIA,BLQ
TIA,MXP
TIA,VRN
VRN,TIA
AMS,LJU
BRU,LJU
CDG,LJU
CPH,LJU
FRA,LJU
FRA,PRN
FRA,TIA
LJU,AMS
LJU,BRU
LJU,CDG
LJU,CPH
LJU,FRA
LJU,MUC
LJU,PRG
LJU,PRN
LJU,SJJ
LJU,SKP
LJU,TGD
LJU,TIA
LJU,VIE
LJU,WAW
LJU,ZRH
MUC,LJU
MUC,PRN
PRG,LJU
PRN,FRA
PRN,LJU
PRN,MUC
SJJ,LJU
SKP,LJU
TGD,LJU
TIA,FRA
TIA,LJU
VIE,LJU
WAW,LJU
ZRH,LJU
AMS,BEG
ARN,BEG
ATH,BEG
BEG,AMS
BEG,ARN
BEG,ATH
BEG,BNX
BEG,BRU
BEG,BUD
BEG,CDG
BEG,CPH
BEG,DUS
BEG,FCO
BEG,FRA
BEG,LHR
BEG,LJU
BEG,MXP
BEG,OTP
BEG,PRG
BEG,SAW
BEG,SJJ
BEG,SKG
BEG,SKP
BEG,SOF
BEG,STR
BEG,TGD
BEG,TIV
BEG,TXL
BEG,VAR
BEG,VIE
BEG,WAW
BEG,ZRH
BNX,BEG
BRU,BEG
BUD,BEG
CDG,BEG
CPH,BEG
DUS,BEG
FCO,BEG
FRA,BEG
LHR,BEG
LJU,BEG
MXP,BEG
OTP,BEG
PRG,BEG
SAW,BEG
SJJ,BEG
SKG,BEG
SKP,BEG
SOF,BEG
STR,BEG
TGD,BEG
TIV,BEG
TXL,BEG
VAR,BEG
VIE,BEG
WAW,BEG
ZRH,BEG
AMS,GDN
AMS,KRK
BRU,GDN
BRU,WRO
BVA,RZE
CDG,WRO
DBV,WAW
FCO,RZE
GDN,AMS
GDN,BRU
GDN,HEL
GDN,KRK
GDN,LUZ
GDN,WRO
GDN,ZRH
HEL,GDN
KRK,AMS
KRK,GDN
KRK,ZRH
LUZ,GDN
LUZ,MXP
MXP,LUZ
RZE,BVA
RZE,FCO
SPU,WAW
WAW,DBV
WAW,SPU
WAW,ZAD
WRO,BRU
WRO,CDG
WRO,GDN
WRO,ZRH
ZAD,WAW
ZRH,GDN
ZRH,KRK
ZRH,WRO
MXP,FCO
PRG,ARN
VIE,ZRH
AAL,AMS
ABZ,AMS
AES,AMS
AMS,AAL
AMS,ABZ
AMS,AES
AMS,ARN
AMS,ATH
AMS,BCN
AMS,BGO
AMS,BHX
AMS,BLL
AMS,BLQ
AMS,BOD
AMS,BRE
AMS,BRS
AMS,BRU
AMS,BSL
AMS,BUD
AMS,CDG
AMS,CFE
AMS,CGN
AMS,CPH
AMS,CWL
AMS,DUS
AMS,EDI
AMS,FCO
AMS,FLR
AMS,FRA
AMS,GLA
AMS,GOT
AMS,GVA
AMS,HAJ
AMS,HAM
AMS,HEL
AMS,HUY
AMS,KBP
AMS,KRS
AMS,LBA
AMS,LCY
AMS,LHR
AMS,LIN
AMS,LIS
AMS,LPI
AMS,LUX
AMS,LYS
AMS,MAD
AMS,MAN
AMS,MME
AMS,MRS
AMS,MUC
AMS,NCE
AMS,NCL
AMS,NTE
AMS,NUE
AMS,NWI
AMS,OSL
AMS,OTP
AMS,PRG
AMS,RIX
AMS,STR
AMS,SVG
AMS,SXB
AMS,TLL
AMS,TLS
AMS,TRD
AMS,TRF
AMS,TXL
AMS,VCE
AMS,VIE
AMS,WAW
AMS,ZRH
ARN,AMS
ATH,AMS
BCN,AMS
BGO,AMS
BHX,AMS
BLL,AMS
BLQ,AMS
BOD,AMS
BRE,AMS
BRS,AMS
BRU,AMS
BSL,AMS
BSL,CDG
BUD,AMS
CDG,AMS
CDG,BSL
CFE,AMS
CGN,AMS
CPH,AMS
CWL,AMS
DUS,AMS
EDI,AMS
FCO,AMS
FLR,AMS
FRA,AMS
GLA,AMS
GOT,AMS
GVA,AMS
HAJ,AMS
HAM,AMS
HEL,AMS
HUY,AMS
KBP,AMS
KRS,AMS
LBA,AMS
LCY,AMS
LCY,RTM
LHR,AMS
LIN,AMS
LIS,AMS
LPI,AMS
LUX,AMS
LYS,AMS
MAD,AMS
MAN,AMS
MME,AMS
MRS,AMS
MUC,AMS
NCE,AMS
NCL,AMS
NTE,AMS
NUE,AMS
NWI,AMS
OSL,AMS
OTP,AMS
PRG,AMS
RIX,AMS
RTM,LCY
STR,AMS
SVG,AMS
SXB,AMS
TLL,AMS
TLS,AMS
TRD,AMS
TRF,AMS
TRN,FCO
TXL,AMS
VCE,AMS
VIE,AMS
WAW,AMS
ZRH,AMS
AMS,MLA
ATH,MLA
ATH,SOF
BHX,MLA
BRS,MLA
BRU,CTA
BRU,MLA
BUD,MLA
CDG,MLA
CTA,BRU
CTA,MLA
CTA,MUC
CWL,MLA
DUS,MLA
EXT,MLA
FCO,MLA
FRA,MLA
GLA,MLA
GVA,MLA
HAM,MLA
LGW,MLA
LHR,MLA
LIN,MLA
LYS,MLA
MAN,MLA
MLA,AMS
MLA,ATH
MLA,BHX
MLA,BRS
MLA,BRU
MLA,BUD
MLA,CDG
MLA,CTA
MLA,CWL
MLA,DUS
MLA,EXT
MLA,FCO
MLA,FRA
MLA,GLA
MLA,GVA
MLA,HAM
MLA,LGW
MLA,LHR
MLA,LIN
MLA,LYS
MLA,MAN
MLA,MRS
MLA,MUC
MLA,NCL
MLA,NWI
MLA,ORY
MLA,PRG
MLA,SAW
MLA,TXL
MLA,VIE
MLA,ZRH
MRS,MLA
MUC,CTA
MUC,MLA
NCL,MLA
NWI,MLA
ORY,MLA
PRG,MLA
SAW,MLA
SOF,ATH
TXL,MLA
VIE,MLA
ZRH,MLA
EDI,CDG
CDG,FCO
FCO,CDG
FRA,GVA
GVA,FRA
FRA,MAD
MAD,FRA
ADB,LUX
AGP,BVE
AGP,LUX
AJA,LUX
ANG,FSC
ARN,LUX
AYT,LUX
BCN,LUX
BIA,LUX
CAG,LUX
CDG,LUX
CFU,LUX
CLY,LUX
CPH,LUX
DBV,LUX
DUB,LUX
DUS,LUX
FAO,LUX
FAO,XRY
FCO,LUX
FNC,LUX
FRA,LUX
FSC,ANG
FSC,LUX
GVA,LUX
HAM,SCN
HER,LUX
IBZ,LUX
KGS,LUX
LCY,LUX
LIS,LUX
LUX,ADB
LUX,AGP
LUX,AJA
LUX,ARN
LUX,AYT
LUX,BCN
LUX,BIA
LUX,CAG
LUX,CDG
LUX,CFU
LUX,CLY
LUX,CPH
LUX,CTA
LUX,DBV
LUX,DUB
LUX,DUS
LUX,FAO
LUX,FCO
LUX,FNC
LUX,FRA
LUX,FSC
LUX,GVA
LUX,HER
LUX,IBZ
LUX,KGS
LUX,LCY
LUX,LIS
LUX,MAD
LUX,MLA
LUX,MUC
LUX,MXP
LUX,NAP
LUX,NCE
LUX,OPO
LUX,PMI
LUX,RHO
LUX,SCN
LUX,TXL
LUX,VAR
LUX,VIE
LUX,XRY
MAD,LUX
MLA,LUX
MUC,LUX
MXP,LUX
NAP,LUX
NCE,LUX
OPO,LUX
PMI,LUX
RHO,LUX
SCN,HAM
SCN,LUX
SCN,TXL
TXL,LUX
TXL,SCN
VAR,LUX
VIE,LUX
XRY,AGP
XRY,LUX
ABZ,FRA
ADB,MUC
AGP,DUS
AGP,FRA
AGP,MUC
AMS,FRA
AMS,MUC
AOI,MUC
ARN,DUS
ARN,FRA
ARN,MUC
ARN,TXL
ATH,DUS
ATH,FRA
ATH,MUC
ATH,TXL
AYT,DUS
BCN,FRA
BCN,MUC
BCN,TXL
BEG,FRA
BEG,MUC
BGO,FRA
BHX,DUS
BHX,FRA
BHX,MUC
BIA,FRA
BIO,FRA
BIO,MUC
BLL,FRA
BLQ,FRA
BLQ,MUC
BRE,FRA
BRE,MUC
BRI,MUC
BRU,FRA
BRU,HAJ
BRU,HAM
BRU,LIN
BRU,MUC
BRU,MXP
BRU,TXL
BRU,VNO
BSL,FRA
BSL,HAM
BSL,MUC
BUD,DUS
BUD,FRA
BUD,MUC
CAG,MUC
CDG,DUS
CDG,FRA
CDG,MUC
CDG,TXL
CGN,MUC
CGN,VIE
CLJ,MUC
CPH,DUS
CPH,FRA
CPH,MUC
CPH,OSL
CPH,TXL
CTA,MLA
CTA,MUC
DBV,DUS
DBV,FRA
DBV,MUC
DOK,MUC
DRS,FRA
DRS,MUC
DTM,MUC
DUB,FRA
DUB,MUC
DUS,AGP
DUS,ARN
DUS,ATH
DUS,AYT
DUS,BHX
DUS,BUD
DUS,CDG
DUS,CPH
DUS,DBV
DUS,FCO
DUS,FRA
DUS,GLA
DUS,GOT
DUS,GRZ
DUS,HAM
DUS,LHR
DUS,LNZ
DUS,MAN
DUS,MLA
DUS,MUC
DUS,NAP
DUS,NCE
DUS,NCL
DUS,OSL
DUS,OTP
DUS,SKG
DUS,SPU
DUS,TXL
DUS,VIE
DUS,VLC
DUS,WAW
DUS,ZRH
EDI,FRA
ESB,MUC
FAO,FRA
FAO,MUC
FCO,DUS
FCO,FRA
FCO,MUC
FDH,FRA
FLR,FRA
FLR,MUC
FMO,FRA
FMO,MUC
FRA,ABZ
FRA,AGP
FRA,AMS
FRA,ARN
FRA,ATH
FRA,BCN
FRA,BEG
FRA,BGO
FRA,BHX
FRA,BIA
FRA,BIO
FRA,BLL
FRA,BLQ
FRA,BRE
FRA,BRU
FRA,BSL
FRA,BUD
FRA,CDG
FRA,CPH
FRA,DBV
FRA,DRS
FRA,DUB
FRA,DUS
FRA,EDI
FRA,FAO
FRA,FCO
FRA,FDH
FRA,FLR
FRA,FMO
FRA,GDN
FRA,GOT
FRA,GRZ
FRA,GVA
FRA,GWT
FRA,HAJ
FRA,HAM
FRA,HEL
FRA,HER
FRA,IBZ
FRA,INN
FRA,KBP
FRA,KRK
FRA,KTW
FRA,LCY
FRA,LEJ
FRA,LHR
FRA,LIN
FRA,LIS
FRA,LJU
FRA,LNZ
FRA,LYS
FRA,MAD
FRA,MAN
FRA,MLA
FRA,MPL
FRA,MRS
FRA,MSQ
FRA,MUC
FRA,MXP
FRA,NAP
FRA,NCE
FRA,NUE
FRA,OLB
FRA,OPO
FRA,OSL
FRA,OTP
FRA,PMI
FRA,PMO
FRA,POZ
FRA,PRG
FRA,PRN
FRA,PUY
FRA,RIX
FRA,RZE
FRA,SKG
FRA,SOF
FRA,SPU
FRA,STR
FRA,SVG
FRA,SZG
FRA,TLL
FRA,TLS
FRA,TRN
FRA,TXL
FRA,VCE
FRA,VIE
FRA,VLC
FRA,VNO
FRA,VRN
FRA,WAW
FRA,WRO
FRA,ZAD
FRA,ZAG
FRA,ZRH
GDN,FRA
GDN,MUC
GLA,DUS
GOA,MUC
GOT,DUS
GOT,FRA
GOT,MUC
GRZ,DUS
GRZ,FRA
GRZ,MUC
GRZ,STR
GVA,FRA
GVA,MUC
GWT,FRA
GWT,MUC
HAJ,BRU
HAJ,FRA
HAJ,MUC
HAJ,ZRH
HAM,BRU
HAM,BSL
HAM,DUS
HAM,FRA
HAM,LIS
HAM,MUC
HAM,SCN
HAM,VIE
HAM,WAW
HAM,ZRH
HEL,FRA
HEL,MUC
HER,FRA
HER,MUC
IBZ,FRA
INN,FRA
KBP,FRA
KBP,MUC
KIV,MUC
KLX,MUC
KRK,FRA
KRK,MUC
KTW,FRA
LCY,FRA
LEJ,FRA
LEJ,MUC
LEJ,VIE
LHR,DUS
LHR,FRA
LHR,MUC
LIN,BRU
LIN,FRA
LIS,FRA
LIS,HAM
LIS,MUC
LJU,FRA
LJU,MUC
LNZ,DUS
LNZ,FRA
LUX,MUC
LUX,SCN
LUX,TXL
LWO,MUC
LYS,FRA
LYS,MUC
MAD,FRA
MAD,MUC
MAN,DUS
MAN,FRA
MAN,MUC
MLA,CTA
MLA,DUS
MLA,FRA
MLA,MUC
MPL,FRA
MRS,FRA
MRS,MUC
MSQ,FRA
MUC,ADB
MUC,AGP
MUC,AMS
MUC,AOI
MUC,ARN
MUC,ATH
MUC,BCN
MUC,BEG
MUC,BHX
MUC,BIO
MUC,BLQ
MUC,BRE
MUC,BRI
MUC,BRU
MUC,BSL
MUC,BUD
MUC,CAG
MUC,CDG
MUC,CGN
MUC,CLJ
MUC,CPH
MUC,CTA
MUC,DBV
MUC,DOK
MUC,DRS
MUC,DTM
MUC,DUB
MUC,DUS
MUC,ESB
MUC,FAO
MUC,FCO
MUC,FLR
MUC,FMO
MUC,FRA
MUC,GDN
MUC,GOA
MUC,GOT
MUC,GRZ
MUC,GVA
MUC,GWT
MUC,HAJ
MUC,HAM
MUC,HEL
MUC,HER
MUC,KBP
MUC,KIV
MUC,KLX
MUC,KRK
MUC,LEJ
MUC,LHR
MUC,LIS
MUC,LJU
MUC,LUX
MUC,LWO
MUC,LYS
MUC,MAD
MUC,MAN
MUC,MLA
MUC,MRS
MUC,MXP
MUC,NAP
MUC,NCE
MUC,NUE
MUC,ODS
MUC,OLB
MUC,OSL
MUC,OTP
MUC,PAD
MUC,PMI
MUC,PMO
MUC,POZ
MUC,PRG
MUC,PRN
MUC,PSA
MUC,RLG
MUC,RTM
MUC,SBZ
MUC,SJJ
MUC,SKG
MUC,SOF
MUC,SPU
MUC,STR
MUC,SUF
MUC,TIA
MUC,TLS
MUC,TRN
MUC,TRS
MUC,TSR
MUC,TXL
MUC,VCE
MUC,VIE
MUC,VLC
MUC,VRN
MUC,WAW
MUC,WRO
MUC,ZAD
MUC,ZAG
MUC,ZRH
MXP,BRU
MXP,FRA
MXP,MUC
NAP,DUS
NAP,FRA
NAP,MUC
NCE,DUS
NCE,FRA
NCE,MUC
NCL,DUS
NUE,FRA
NUE,MUC
NUE,ZRH
ODS,MUC
OLB,FRA
OLB,MUC
OPO,FRA
OSL,DUS
OSL,FRA
OSL,MUC
OSL,TOS
OTP,DUS
OTP,FRA
OTP,MUC
PAD,MUC
PMI,FRA
PMI,MUC
PMO,FRA
PMO,MUC
POZ,FRA
POZ,MUC
PRG,FRA
PRG,MUC
PRN,FRA
PRN,MUC
PSA,MUC
RIX,FRA
RLG,MUC
RTM,MUC
RZE,FRA
SBZ,MUC
SCN,HAM
SCN,LUX
SCN,TXL
SJJ,MUC
SKG,ATH
SKG,DUS
SKG,FRA
SKG,MUC
SKG,STR
SOF,FRA
SOF,MUC
SPU,DUS
SPU,FRA
SPU,MUC
STR,FRA
STR,GRZ
STR,MUC
