Source Airport IATA,Destination Airport IATA,Source City,Source Country,Destination City,Destination Country,Source Latitude,Source Longitude,Destination Latitude,Destination Longitude,Distance,Estimated Cost
EIN,CLJ,Eindhoven,Netherlands,Cluj-napoca,Romania,51.4500999451,5.374529838559999,46.78519821166992,23.686199188232425,1425.3249742858366,339
EIN,DEB,Eindhoven,Netherlands,Debrecen,Hungary,51.4500999451,5.374529838559999,47.48889923095703,21.61529922485352,1250.250826164826,301
EIN,GDN,Eindhoven,Netherlands,Gdansk,Poland,51.4500999451,5.374529838559999,54.37760162353515,18.46619987487793,934.5381523331172,212
EIN,KTW,Eindhoven,Netherlands,Katowice,Poland,51.4500999451,5.374529838559999,50.4743,19.08,964.5268308400656,218
EIN,OTP,Eindhoven,Netherlands,Bucharest,Romania,51.4500999451,5.374529838559999,44.5711111,26.085,1711.9827149918,453
EIN,RIX,Eindhoven,Netherlands,Riga,Latvia,51.4500999451,5.374529838559999,56.92359924316406,23.971099853515625,1348.5245523877009,322
EIN,SKP,Eindhoven,Netherlands,Skopje,Macedonia,51.4500999451,5.374529838559999,41.961601,21.621401,1620.826525889917,431
EIN,SOF,Eindhoven,Netherlands,Sofia,Bulgaria,51.4500999451,5.374529838559999,42.69669342041016,23.411436080932617,1669.934451652072,443
EIN,VNO,Eindhoven,Netherlands,Vilnius,Lithuania,51.4500999451,5.374529838559999,54.634102,25.285801,1372.2267634963157,327
EIN,WAW,Eindhoven,Netherlands,Warsaw,Poland,51.4500999451,5.374529838559999,52.1656990051,20.9671001434,1072.8836840330273,262
FCO,BUD,Rome,Italy,Budapest,Hungary,41.8002778,12.2388889,47.429759999999995,19.261093,836.4326231080909,193
FCO,GDN,Rome,Italy,Gdansk,Poland,41.8002778,12.2388889,54.37760162353515,18.46619987487793,1471.6154527126905,349
FCO,PRG,Rome,Italy,Prague,Czech Republic,41.8002778,12.2388889,50.1008,14.26,936.0123537136265,213
FCO,SOF,Rome,Italy,Sofia,Bulgaria,41.8002778,12.2388889,42.69669342041016,23.411436080932617,924.3154272322064,210
FCO,VNO,Rome,Italy,Vilnius,Lithuania,41.8002778,12.2388889,54.634102,25.285801,1717.560506250321,455
FCO,WAW,Rome,Italy,Warsaw,Poland,41.8002778,12.2388889,52.1656990051,20.9671001434,1327.0490799296238,317
FMM,BEG,Memmingen,Germany,Belgrade,Serbia,47.9888000488,10.2395000458,44.8184013367,20.3090991974,847.9203183994737,195
FMM,SKP,Memmingen,Germany,Skopje,Macedonia,47.9888000488,10.2395000458,41.961601,21.621401,1116.4517192539888,271
GDN,AES,Gdansk,Poland,Alesund,Norway,54.37760162353515,18.46619987487793,62.5625,6.119699954986572,1155.1778788125084,280
GDN,BCN,Gdansk,Poland,Barcelona,Spain,54.37760162353515,18.46619987487793,41.2971,2.07846,1890.9441541419592,498
GDN,BGO,Gdansk,Poland,Bergen,Norway,54.37760162353515,18.46619987487793,60.29339981,5.218140125,1028.6850888826846,252
GDN,BGY,Gdansk,Poland,Bergamo,Italy,54.37760162353515,18.46619987487793,45.673901,9.70417,1150.6582600348302,279
GDN,BVA,Gdansk,Poland,Beauvais,France,54.37760162353515,18.46619987487793,49.45439910888672,2.1127800941467285,1244.1421092955286,299
GDN,CGN,Gdansk,Poland,Cologne,Germany,54.37760162353515,18.46619987487793,50.8658981323,7.1427397728,856.9838316007385,197
GDN,DSA,Gdansk,Poland,"Doncaster, Sheffield",United Kingdom,54.37760162353515,18.46619987487793,53.4805378105,-1.01065635681,1274.9487431904286,306
GDN,DTM,Gdansk,Poland,Dortmund,Germany,54.37760162353515,18.46619987487793,51.518299102799986,7.61223983765,792.6058802136555,184
GDN,EIN,Gdansk,Poland,Eindhoven,Netherlands,54.37760162353515,18.46619987487793,51.4500999451,5.374529838559999,934.5381523331172,212
GDN,FCO,Gdansk,Poland,Rome,Italy,54.37760162353515,18.46619987487793,41.8002778,12.2388889,1471.6154527126905,349
GDN,GLA,Gdansk,Poland,Glasgow,United Kingdom,54.37760162353515,18.46619987487793,55.8718986511,-4.43306016922,1458.594059031101,346
GDN,GSE,Gdansk,Poland,Gothenborg,Sweden,54.37760162353515,18.46619987487793,57.7747,11.8704,556.528547179551,131
GDN,HAU,Gdansk,Poland,Haugesund,Norway,54.37760162353515,18.46619987487793,59.34529876709001,5.208360195159901,974.318992863393,220
GDN,KRS,Gdansk,Poland,Kristiansand,Norway,54.37760162353515,18.46619987487793,58.204201,8.08537,767.7691390668778,179
GDN,LBC,Gdansk,Poland,Luebeck,Germany,54.37760162353515,18.46619987487793,53.805400848400005,10.7192001343,508.9465588815688,122
GDN,LPL,Gdansk,Poland,Liverpool,United Kingdom,54.37760162353515,18.46619987487793,53.33359909057617,-2.849720001220703,1397.4350986741354,333
GDN,LTN,Gdansk,Poland,London,United Kingdom,54.37760162353515,18.46619987487793,51.87469863891602,-0.3683330118656158,1282.9833228088555,308
GDN,MMX,Gdansk,Poland,Malmoe,Sweden,54.37760162353515,18.46619987487793,55.53630536399999,13.3761978149,349.4877777632183,92
GDN,NYO,Gdansk,Poland,Stockholm,Sweden,54.37760162353515,18.46619987487793,58.78860092163086,16.912200927734375,499.59165359325647,120
GDN,SVG,Gdansk,Poland,Stavanger,Norway,54.37760162353515,18.46619987487793,58.876701354,5.637780189500001,928.2735481925884,211
GDN,TKU,Gdansk,Poland,Turku,Finland,54.37760162353515,18.46619987487793,60.514099121094,22.262800216675,718.8709337639377,169
GDN,TRD,Gdansk,Poland,Trondheim,Norway,54.37760162353515,18.46619987487793,63.45780179999999,10.9239998,1096.844309886582,267
GDN,TRF,Gdansk,Poland,Sandefjord,Norway,54.37760162353515,18.46619987487793,59.1866989136,10.258600235,731.0608864248717,172
GLA,GDN,Glasgow,United Kingdom,Gdansk,Poland,55.8718986511,-4.43306016922,54.37760162353515,18.46619987487793,1458.594059031101,346
GLA,WAW,Glasgow,United Kingdom,Warsaw,Poland,55.8718986511,-4.43306016922,52.1656990051,20.9671001434,1699.2239681824756,450
GSE,BEG,Gothenborg,Sweden,Belgrade,Serbia,57.7747,11.8704,44.8184013367,20.3090991974,1552.7632177402795,414
GSE,BUD,Gothenborg,Sweden,Budapest,Hungary,57.7747,11.8704,47.429759999999995,19.261093,1252.1764873084142,301
GSE,GDN,Gothenborg,Sweden,Gdansk,Poland,57.7747,11.8704,54.37760162353515,18.46619987487793,556.528547179551,131
GSE,SKP,Gothenborg,Sweden,Skopje,Macedonia,57.7747,11.8704,41.961601,21.621401,1887.643308809172,497
GSE,TZL,Gothenborg,Sweden,Null,Bosnia and Herzegovina,57.7747,11.8704,44.45869827270508,18.72480010986328,1554.1327838454442,414
GSE,WAW,Gothenborg,Sweden,Warsaw,Poland,57.7747,11.8704,52.1656990051,20.9671001434,850.7112178797458,196
GVA,OTP,Geneva,Switzerland,Bucharest,Romania,46.23809814453125,6.108950138092041,44.5711111,26.085,1566.2758361663318,417
HAU,GDN,Haugesund,Norway,Gdansk,Poland,59.34529876709001,5.208360195159901,54.37760162353515,18.46619987487793,974.318992863393,220
HHN,BUD,Hahn,Germany,Budapest,Hungary,49.9487,7.263889999999999,47.429759999999995,19.261093,922.921984940838,210
HHN,KTW,Hahn,Germany,Katowice,Poland,49.9487,7.263889999999999,50.4743,19.08,841.966147139487,194
HHN,SKP,Hahn,Germany,Skopje,Macedonia,49.9487,7.263889999999999,41.961601,21.621401,1417.3664811139015,337
HHN,SOF,Hahn,Germany,Sofia,Bulgaria,49.9487,7.263889999999999,42.69669342041016,23.411436080932617,1474.3375499948113,350
HRK,WAW,Kharkov,Ukraine,Warsaw,Poland,49.92480087280274,36.290000915527344,52.1656990051,20.9671001434,1097.5508512404108,267
IEV,BUD,Kiev,Ukraine,Budapest,Hungary,50.40194,30.451940000000004,47.429759999999995,19.261093,880.9076983578608,202
IEV,LTN,Kiev,Ukraine,London,United Kingdom,50.40194,30.451940000000004,51.87469863891602,-0.3683330118656158,2140.359655361244,561
KIV,CIA,Chisinau,Moldova,Rome,Italy,46.92770004272461,28.93099975585937,41.7994,12.5949,1414.8099869573875,337
KIV,TSF,Chisinau,Moldova,Treviso,Italy,46.92770004272461,28.93099975585937,45.648399,12.1944,1291.3770241549057,310
KRS,GDN,Kristiansand,Norway,Gdansk,Poland,58.204201,8.08537,54.37760162353515,18.46619987487793,767.7691390668778,179
KSC,LTN,Kosice,Slovakia,London,United Kingdom,48.66310119628906,21.241100311279297,51.87469863891602,-0.3683330118656158,1570.527264815296,418
KTW,BCN,Katowice,Poland,Barcelona,Spain,50.4743,19.08,41.2971,2.07846,1658.603404130272,440
KTW,BGO,Katowice,Poland,Bergen,Norway,50.4743,19.08,60.29339981,5.218140125,1393.762050817298,332
KTW,BGY,Katowice,Poland,Bergamo,Italy,50.4743,19.08,45.673901,9.70417,876.4858819223884,201
KTW,BVA,Katowice,Poland,Beauvais,France,50.4743,19.08,49.45439910888672,2.1127800941467285,1216.2337403559038,293
KTW,CGN,Katowice,Poland,Cologne,Germany,50.4743,19.08,50.8658981323,7.1427397728,841.4689029014268,194
KTW,CIA,Katowice,Poland,Rome,Italy,50.4743,19.08,41.7994,12.5949,1085.3478261627045,264
KTW,DSA,Katowice,Poland,"Doncaster, Sheffield",United Kingdom,50.4743,19.08,53.4805378105,-1.01065635681,1410.915400049717,336
KTW,DTM,Katowice,Poland,Dortmund,Germany,50.4743,19.08,51.518299102799986,7.61223983765,810.0357304631019,188
KTW,EIN,Katowice,Poland,Eindhoven,Netherlands,50.4743,19.08,51.4500999451,5.374529838559999,964.5268308400656,218
KTW,HHN,Katowice,Poland,Hahn,Germany,50.4743,19.08,49.9487,7.263889999999999,841.966147139487,194
KTW,LTN,Katowice,Poland,London,United Kingdom,50.4743,19.08,51.87469863891602,-0.3683330118656158,1360.600793316426,325
KTW,MMX,Katowice,Poland,Malmoe,Sweden,50.4743,19.08,55.53630536399999,13.3761978149,679.5602051193011,161
KTW,NAP,Katowice,Poland,Naples,Italy,50.4743,19.08,40.886002000000005,14.2908,1128.6124307984162,274
KTW,NYO,Katowice,Poland,Stockholm,Sweden,50.4743,19.08,58.78860092163086,16.912200927734375,934.8494370722984,212
KTW,SVG,Katowice,Poland,Stavanger,Norway,50.4743,19.08,58.876701354,5.637780189500001,1268.162377439761,304
KTW,TRF,Katowice,Poland,Sandefjord,Norway,50.4743,19.08,59.1866989136,10.258600235,1119.3675447121004,272
LBC,GDN,Luebeck,Germany,Gdansk,Poland,53.805400848400005,10.7192001343,54.37760162353515,18.46619987487793,508.9465588815688,122
LJU,CRL,Ljubljana,Slovenia,Charleroi,Belgium,46.223701,14.4576,50.459202000000005,4.4538199999999994,875.5142218387113,201
LJU,LTN,Ljubljana,Slovenia,London,United Kingdom,46.223701,14.4576,51.87469863891602,-0.3683330118656158,1246.5394552027444,300
LPL,GDN,Liverpool,United Kingdom,Gdansk,Poland,53.33359909057617,-2.849720001220703,54.37760162353515,18.46619987487793,1397.4350986741354,333
LPL,WAW,Liverpool,United Kingdom,Warsaw,Poland,53.33359909057617,-2.849720001220703,52.1656990051,20.9671001434,1600.774537295246,426
LTN,BEG,London,United Kingdom,Belgrade,Serbia,51.87469863891602,-0.3683330118656158,44.8184013367,20.3090991974,1709.520788883265,453
LTN,BOJ,London,United Kingdom,Bourgas,Bulgaria,51.87469863891602,-0.3683330118656158,42.56959915161133,27.515199661254886,2326.6684858858275,607
LTN,BUD,London,United Kingdom,Budapest,Hungary,51.87469863891602,-0.3683330118656158,47.429759999999995,19.261093,1491.541243206687,354
LTN,CLJ,London,United Kingdom,Cluj-napoca,Romania,51.87469863891602,-0.3683330118656158,46.78519821166992,23.686199188232425,1822.88858898482,481
LTN,CRA,London,United Kingdom,Craiova,Romania,51.87469863891602,-0.3683330118656158,44.31809997558594,23.888599395751953,1975.356655626016,519
LTN,DEB,London,United Kingdom,Debrecen,Hungary,51.87469863891602,-0.3683330118656158,47.48889923095703,21.61529922485352,1647.8015995300343,437
LTN,GDN,London,United Kingdom,Gdansk,Poland,51.87469863891602,-0.3683330118656158,54.37760162353515,18.46619987487793,1282.9833228088555,308
LTN,IEV,London,United Kingdom,Kiev,Ukraine,51.87469863891602,-0.3683330118656158,50.40194,30.451940000000004,2140.359655361244,561
LTN,KSC,London,United Kingdom,Kosice,Slovakia,51.87469863891602,-0.3683330118656158,48.66310119628906,21.241100311279297,1570.527264815296,418
LTN,KTW,London,United Kingdom,Katowice,Poland,51.87469863891602,-0.3683330118656158,50.4743,19.08,1360.600793316426,325
LTN,LJU,London,United Kingdom,Ljubljana,Slovenia,51.87469863891602,-0.3683330118656158,46.223701,14.4576,1246.5394552027444,300
LTN,LUZ,London,United Kingdom,Lublin,Poland,51.87469863891602,-0.3683330118656158,51.240278,22.713611,1590.5921253196198,423
LTN,OTP,London,United Kingdom,Bucharest,Romania,51.87469863891602,-0.3683330118656158,44.5711111,26.085,2106.4612823696925,552
LTN,POZ,London,United Kingdom,Poznan,Poland,51.87469863891602,-0.3683330118656158,52.4210014343,16.8262996674,1172.0223694914753,283
LTN,PRG,London,United Kingdom,Prague,Czech Republic,51.87469863891602,-0.3683330118656158,50.1008,14.26,1040.8706314896824,254
LTN,RIX,London,United Kingdom,Riga,Latvia,51.87469863891602,-0.3683330118656158,56.92359924316406,23.971099853515625,1661.839442904714,441
LTN,SKP,London,United Kingdom,Skopje,Macedonia,51.87469863891602,-0.3683330118656158,41.961601,21.621401,1988.7754546783683,523
LTN,SOF,London,United Kingdom,Sofia,Bulgaria,51.87469863891602,-0.3683330118656158,42.69669342041016,23.411436080932617,2050.0338892674367,538
LTN,TGM,London,United Kingdom,Tirgu Mures,Romania,51.87469863891602,-0.3683330118656158,46.46770095825195,24.41250038146973,1888.363038840323,498
LTN,TSR,London,United Kingdom,Timisoara,Romania,51.87469863891602,-0.3683330118656158,45.80989837646485,21.337900161743164,1717.358209005774,455
LTN,VAR,London,United Kingdom,Varna,Bulgaria,51.87469863891602,-0.3683330118656158,43.232101,27.8251,2304.731749389844,602
LTN,VNO,London,United Kingdom,Vilnius,Lithuania,51.87469863891602,-0.3683330118656158,54.634102,25.285801,1723.8798809467066,456
LTN,WAW,London,United Kingdom,Warsaw,Poland,51.87469863891602,-0.3683330118656158,52.1656990051,20.9671001434,1455.0192311168078,346
LTN,WRO,London,United Kingdom,Wroclaw,Poland,51.87469863891602,-0.3683330118656158,51.10269927979999,16.885799408,1194.8992246139464,288
LUZ,LTN,Lublin,Poland,London,United Kingdom,51.240278,22.713611,51.87469863891602,-0.3683330118656158,1590.5921253196198,423
LUZ,TRF,Lublin,Poland,Sandefjord,Norway,51.240278,22.713611,59.1866989136,10.258600235,1181.6012957979915,285
MAD,BUD,Madrid,Spain,Budapest,Hungary,40.471926,-3.56264,47.429759999999995,19.261093,1974.8390761751011,519
MAD,CLJ,Madrid,Spain,Cluj-napoca,Romania,40.471926,-3.56264,46.78519821166992,23.686199188232425,2289.339999682428,598
MAD,OTP,Madrid,Spain,Bucharest,Romania,40.471926,-3.56264,44.5711111,26.085,2457.974652468267,640
MAD,SOF,Madrid,Spain,Sofia,Bulgaria,40.471926,-3.56264,42.69669342041016,23.411436080932617,2247.427353080975,587
MAD,TSR,Madrid,Spain,Timisoara,Romania,40.471926,-3.56264,45.80989837646485,21.337900161743164,2095.9649782798524,549
MLA,BUD,Malta,Malta,Budapest,Hungary,35.857498,14.4775,47.429759999999995,19.261093,1346.0828445523298,322
MMX,BEG,Malmoe,Sweden,Belgrade,Serbia,55.53630536399999,13.3761978149,44.8184013367,20.3090991974,1288.4513003770794,309
MMX,BUD,Malmoe,Sweden,Budapest,Hungary,55.53630536399999,13.3761978149,47.429759999999995,19.261093,988.3904606588852,223
MMX,GDN,Malmoe,Sweden,Gdansk,Poland,55.53630536399999,13.3761978149,54.37760162353515,18.46619987487793,349.4877777632183,92
MMX,KTW,Malmoe,Sweden,Katowice,Poland,55.53630536399999,13.3761978149,50.4743,19.08,679.5602051193011,161
MMX,SKP,Malmoe,Sweden,Skopje,Macedonia,55.53630536399999,13.3761978149,41.961601,21.621401,1623.293350316232,431
MMX,TZL,Malmoe,Sweden,Null,Bosnia and Herzegovina,55.53630536399999,13.3761978149,44.45869827270508,18.72480010986328,1288.783948549103,309
MMX,WAW,Malmoe,Sweden,Warsaw,Poland,55.53630536399999,13.3761978149,52.1656990051,20.9671001434,622.6325533867853,150
MXP,BUD,Milano,Italy,Budapest,Hungary,45.6306,8.728110000000001,47.429759999999995,19.261093,829.5069332147598,191
MXP,OTP,Milano,Italy,Bucharest,Romania,45.6306,8.728110000000001,44.5711111,26.085,1364.7026072415697,326
NAP,BUD,Naples,Italy,Budapest,Hungary,40.886002000000005,14.2908,47.429759999999995,19.261093,828.2259369051914,191
NAP,KTW,Naples,Italy,Katowice,Poland,40.886002000000005,14.2908,50.4743,19.08,1128.6124307984162,274
NAP,OTP,Naples,Italy,Bucharest,Romania,40.886002000000005,14.2908,44.5711111,26.085,1045.623280766756,256
NAP,PRG,Naples,Italy,Prague,Czech Republic,40.886002000000005,14.2908,50.1008,14.26,1024.641575242818,251
NYO,BEG,Stockholm,Sweden,Belgrade,Serbia,58.78860092163086,16.912200927734375,44.8184013367,20.3090991974,1570.3679946602751,418
NYO,BUD,Stockholm,Sweden,Budapest,Hungary,58.78860092163086,16.912200927734375,47.429759999999995,19.261093,1272.5381028928846,305
NYO,GDN,Stockholm,Sweden,Gdansk,Poland,58.78860092163086,16.912200927734375,54.37760162353515,18.46619987487793,499.59165359325647,120
NYO,KTW,Stockholm,Sweden,Katowice,Poland,58.78860092163086,16.912200927734375,50.4743,19.08,934.8494370722984,212
NYO,POZ,Stockholm,Sweden,Poznan,Poland,58.78860092163086,16.912200927734375,52.4210014343,16.8262996674,708.0651606027815,167
NYO,SKP,Stockholm,Sweden,Skopje,Macedonia,58.78860092163086,16.912200927734375,41.961601,21.621401,1899.4954525675405,500
NYO,WAW,Stockholm,Sweden,Warsaw,Poland,58.78860092163086,16.912200927734375,52.1656990051,20.9671001434,779.1518393165063,181
OTP,AHO,Bucharest,Romania,Alghero,Italy,44.5711111,26.085,40.632099,8.29077,1517.3067227704469,405
OTP,BCN,Bucharest,Romania,Barcelona,Spain,44.5711111,26.085,41.2971,2.07846,1980.4718075012772,521
OTP,BGY,Bucharest,Romania,Bergamo,Italy,44.5711111,26.085,45.673901,9.70417,1288.774906614522,309
OTP,BLQ,Bucharest,Romania,Bologna,Italy,44.5711111,26.085,44.5354,11.2887,1170.8180306434758,283
OTP,BRI,Bucharest,Romania,Bari,Italy,44.5711111,26.085,41.138901,16.760599,849.7969732520564,195
OTP,BVA,Bucharest,Romania,Beauvais,France,44.5711111,26.085,49.45439910888672,2.1127800941467285,1887.677374770251,497
OTP,CIA,Bucharest,Romania,Rome,Italy,44.5711111,26.085,41.7994,12.5949,1134.817234198259,275
OTP,CRL,Bucharest,Romania,Charleroi,Belgium,44.5711111,26.085,50.459202000000005,4.4538199999999994,1743.5533537881065,461
OTP,CTA,Bucharest,Romania,Catania,Italy,44.5711111,26.085,37.466801,15.0664,1214.0274200346248,293
OTP,CUF,Bucharest,Romania,Cuneo,Italy,44.5711111,26.085,44.547001,7.62322,1459.5895757307742,347
OTP,DTM,Bucharest,Romania,Dortmund,Germany,44.5711111,26.085,51.518299102799986,7.61223983765,1569.27775621462,418
OTP,EIN,Bucharest,Romania,Eindhoven,Netherlands,44.5711111,26.085,51.4500999451,5.374529838559999,1711.9827149918,453
OTP,GVA,Bucharest,Romania,Geneva,Switzerland,44.5711111,26.085,46.23809814453125,6.108950138092041,1566.2758361663318,417
OTP,LTN,Bucharest,Romania,London,United Kingdom,44.5711111,26.085,51.87469863891602,-0.3683330118656158,2106.4612823696925,552
OTP,MAD,Bucharest,Romania,Madrid,Spain,44.5711111,26.085,40.471926,-3.56264,2457.974652468267,640
OTP,MXP,Bucharest,Romania,Milano,Italy,44.5711111,26.085,45.6306,8.728110000000001,1364.7026072415697,326
OTP,NAP,Bucharest,Romania,Naples,Italy,44.5711111,26.085,40.886002000000005,14.2908,1045.623280766756,256
OTP,PEG,Bucharest,Romania,Perugia,Italy,44.5711111,26.085,43.095901,12.5132,1099.5755768788856,267
OTP,PSA,Bucharest,Romania,Pisa,Italy,44.5711111,26.085,43.683899,10.3927,1254.4117466861085,301
OTP,TRF,Bucharest,Romania,Sandefjord,Norway,44.5711111,26.085,59.1866989136,10.258600235,1943.988359875595,511
OTP,TSF,Bucharest,Romania,Treviso,Italy,44.5711111,26.085,45.648399,12.1944,1095.2402215494037,266
OTP,VLC,Bucharest,Romania,Valencia,Spain,44.5711111,26.085,39.4893,-0.481625,2254.826132345646,589
OTP,VRN,Bucharest,Romania,Villafranca,Italy,44.5711111,26.085,45.395699,10.8885,1196.9163322597756,289
PEG,OTP,Perugia,Italy,Bucharest,Romania,43.095901,12.5132,44.5711111,26.085,1099.5755768788856,267
POZ,BCN,Poznan,Poland,Barcelona,Spain,52.4210014343,16.8262996674,41.2971,2.07846,1663.1943610140693,441
POZ,BVA,Poznan,Poland,Beauvais,France,52.4210014343,16.8262996674,49.45439910888672,2.1127800941467285,1080.240025865244,263
POZ,DSA,Poznan,Poland,"Doncaster, Sheffield",United Kingdom,52.4210014343,16.8262996674,53.4805378105,-1.01065635681,1197.608050665196,289
POZ,LTN,Poznan,Poland,London,United Kingdom,52.4210014343,16.8262996674,51.87469863891602,-0.3683330118656158,1172.0223694914753,283
POZ,NYO,Poznan,Poland,Stockholm,Sweden,52.4210014343,16.8262996674,58.78860092163086,16.912200927734375,708.0651606027815,167
POZ,TRF,Poznan,Poland,Sandefjord,Norway,52.4210014343,16.8262996674,59.1866989136,10.258600235,856.0627228702526,197
PRG,BGY,Prague,Czech Republic,Bergamo,Italy,50.1008,14.26,45.673901,9.70417,597.8383881068811,139
PRG,BRI,Prague,Czech Republic,Bari,Italy,50.1008,14.26,41.138901,16.760599,1015.1580765139342,249
PRG,FCO,Prague,Czech Republic,Rome,Italy,50.1008,14.26,41.8002778,12.2388889,936.0123537136265,213
PRG,LTN,Prague,Czech Republic,London,United Kingdom,50.1008,14.26,51.87469863891602,-0.3683330118656158,1040.8706314896824,254
PRG,NAP,Prague,Czech Republic,Naples,Italy,50.1008,14.26,40.886002000000005,14.2908,1024.641575242818,251
PRG,TSF,Prague,Czech Republic,Treviso,Italy,50.1008,14.26,45.648399,12.1944,518.4462014668245,124
PSA,OTP,Pisa,Italy,Bucharest,Romania,43.683899,10.3927,44.5711111,26.085,1254.4117466861085,301
RIX,BGO,Riga,Latvia,Bergen,Norway,56.92359924316406,23.971099853515625,60.29339981,5.218140125,1144.2943028848777,277
RIX,EIN,Riga,Latvia,Eindhoven,Netherlands,56.92359924316406,23.971099853515625,51.4500999451,5.374529838559999,1348.5245523877009,322
RIX,LTN,Riga,Latvia,London,United Kingdom,56.92359924316406,23.971099853515625,51.87469863891602,-0.3683330118656158,1661.839442904714,441
RIX,TRF,Riga,Latvia,Sandefjord,Norway,56.92359924316406,23.971099853515625,59.1866989136,10.258600235,843.3299234917002,194
SAW,BUD,Istanbul,Turkey,Budapest,Hungary,40.898601532,29.3092002869,47.429759999999995,19.261093,1079.968905345463,263
SKG,BUD,Thessaloniki,Greece,Budapest,Hungary,40.51969909667969,22.97089958190918,47.429759999999995,19.261093,823.4620436353241,190
SKP,BGY,Skopje,Macedonia,Bergamo,Italy,41.961601,21.621401,45.673901,9.70417,1040.107759608585,254
SKP,CGN,Skopje,Macedonia,Cologne,Germany,41.961601,21.621401,50.8658981323,7.1427397728,1482.640355933367,352
SKP,CRL,Skopje,Macedonia,Charleroi,Belgium,41.961601,21.621401,50.459202000000005,4.4538199999999994,1617.8467740598878,430
SKP,DTM,Skopje,Macedonia,Dortmund,Germany,41.961601,21.621401,51.518299102799986,7.61223983765,1501.4193213694716,401
SKP,EIN,Skopje,Macedonia,Eindhoven,Netherlands,41.961601,21.621401,51.4500999451,5.374529838559999,1620.826525889917,431
SKP,FMM,Skopje,Macedonia,Memmingen,Germany,41.961601,21.621401,47.9888000488,10.2395000458,1116.4517192539888,271
SKP,GSE,Skopje,Macedonia,Gothenborg,Sweden,41.961601,21.621401,57.7747,11.8704,1887.643308809172,497
SKP,HHN,Skopje,Macedonia,Hahn,Germany,41.961601,21.621401,49.9487,7.263889999999999,1417.3664811139015,337
SKP,LTN,Skopje,Macedonia,London,United Kingdom,41.961601,21.621401,51.87469863891602,-0.3683330118656158,1988.7754546783683,523
SKP,MMX,Skopje,Macedonia,Malmoe,Sweden,41.961601,21.621401,55.53630536399999,13.3761978149,1623.293350316232,431
SKP,NYO,Skopje,Macedonia,Stockholm,Sweden,41.961601,21.621401,58.78860092163086,16.912200927734375,1899.4954525675405,500
SKP,TSF,Skopje,Macedonia,Treviso,Italy,41.961601,21.621401,45.648399,12.1944,859.656017450704,197
SOF,BCN,Sofia,Bulgaria,Barcelona,Spain,42.69669342041016,23.411436080932617,41.2971,2.07846,1765.0470709274482,467
SOF,BGY,Sofia,Bulgaria,Bergamo,Italy,42.69669342041016,23.411436080932617,45.673901,9.70417,1140.3416798200792,276
SOF,BLQ,Sofia,Bulgaria,Bologna,Italy,42.69669342041016,23.411436080932617,44.5354,11.2887,996.0981425604264,225
SOF,BVA,Sofia,Bulgaria,Beauvais,France,42.69669342041016,23.411436080932617,49.45439910888672,2.1127800941467285,1798.4347709134402,475
SOF,CRL,Sofia,Bulgaria,Charleroi,Belgium,42.69669342041016,23.411436080932617,50.459202000000005,4.4538199999999994,1679.411244543996,445
SOF,DTM,Sofia,Bulgaria,Dortmund,Germany,42.69669342041016,23.411436080932617,51.518299102799986,7.61223983765,1540.9129631914789,411
SOF,EIN,Sofia,Bulgaria,Eindhoven,Netherlands,42.69669342041016,23.411436080932617,51.4500999451,5.374529838559999,1669.934451652072,443
SOF,FCO,Sofia,Bulgaria,Rome,Italy,42.69669342041016,23.411436080932617,41.8002778,12.2388889,924.3154272322064,210
SOF,HHN,Sofia,Bulgaria,Hahn,Germany,42.69669342041016,23.411436080932617,49.9487,7.263889999999999,1474.3375499948113,350
SOF,LTN,Sofia,Bulgaria,London,United Kingdom,42.69669342041016,23.411436080932617,51.87469863891602,-0.3683330118656158,2050.0338892674367,538
SOF,MAD,Sofia,Bulgaria,Madrid,Spain,42.69669342041016,23.411436080932617,40.471926,-3.56264,2247.427353080975,587
SOF,VLC,Sofia,Bulgaria,Valencia,Spain,42.69669342041016,23.411436080932617,39.4893,-0.481625,2026.7126026450148,532
SVG,GDN,Stavanger,Norway,Gdansk,Poland,58.876701354,5.637780189500001,54.37760162353515,18.46619987487793,928.2735481925884,211
SVG,KTW,Stavanger,Norway,Katowice,Poland,58.876701354,5.637780189500001,50.4743,19.08,1268.162377439761,304
SVG,SZZ,Stavanger,Norway,Szczecin,Poland,58.876701354,5.637780189500001,53.584701538100006,14.9021997452,819.67112441264,189
SVG,VNO,Stavanger,Norway,Vilnius,Lithuania,58.876701354,5.637780189500001,54.634102,25.285801,1281.4159438559557,307
SZZ,SVG,Szczecin,Poland,Stavanger,Norway,53.584701538100006,14.9021997452,58.876701354,5.637780189500001,819.67112441264,189
SZZ,TRF,Szczecin,Poland,Sandefjord,Norway,53.584701538100006,14.9021997452,59.1866989136,10.258600235,684.9761708581023,162
TGM,BVA,Tirgu Mures,Romania,Beauvais,France,46.46770095825195,24.41250038146973,49.45439910888672,2.1127800941467285,1686.7591882810386,447
TGM,DTM,Tirgu Mures,Romania,Dortmund,Germany,46.46770095825195,24.41250038146973,51.518299102799986,7.61223983765,1344.2127441680668,321
TGM,LTN,Tirgu Mures,Romania,London,United Kingdom,46.46770095825195,24.41250038146973,51.87469863891602,-0.3683330118656158,1888.363038840323,498
